Date	Wed Feb 19 18:29:42 EST 2025
ANNOTATED_GENES	SKOR2, HAND2, HOXC4, RUNX3, CBX2, EMX2, HOXC13, TWIST1, DMRTA2, TFAP2B, HOXB5, NEUROG2, TBR1, CBX8, GBX2, ADCYAP1, ZIC2, SIX1, NKX6-1, PTF1A, GSX2, FERD3L, HAND1, HOXB9, EVX2, PITX1, CCNC, HOXA10, RAX, PRDM1, HOXD11, SIX2, UNCX, SHOX2, FOXB2, DMRT1, TBX20, GATA4, TBX15, TGIF1, ALX1, LHX5, DMBX1, FOXL1, HOXC5, DLX6, HOXB1, HOXD8, SOX14, OLIG3, FOXC2, POU4F1, PAX9, SOX3, HOXD13, HEY2, TCF21, LMX1A, HOXC11, BARX1, ALX4, ZIC3, ONECUT2, HOXA4, LBX1, ISL2, LEF1, GATA2, DLX1, BHLHE22, HOXD4, TFAP2D, HOXB2, PRDM6, STK3, EN1, EBF3, SP9, HOXB3, BARHL2, LHX9, GFI1, POU4F2, MSX1, WT1, SALL1, EN2, MEIS1, HOXB4, HOXA2, DLX5, TBX2, HOXD3, ZFHX3, EOMES, MECOM, FEZF1, LHX6, SIM2, IRX5, POU4F3, OSR2, TLX3, HOXA6, GSC, ZNF503, PAX5, RNF220, VGLL2, PITX2, HOXC8, LHX4, NKX2-5, HOXD12, CDKN2A, BARHL1, FOXD2, TBX3, SOX17, ISL1, PHOX2B, HLX, SATB2, HMX3, CDX2, HOXC10, PRKCH, ONECUT1, FOXD1, INO80B, GATA6, LHX8, NR2F2, FEZF2, NOLC1, PAX7, DMRT3, PROX1, HOXA11, SIX3, HIST1H1B, HOXA7, EBF2, FOXA2, HOXD10, C14orf39, BSX, OLIG2, FOXA1, OLIG1, HOXD9, NKX2-3, ZNF883, VAX1, PPRC1, OTP, MNX1, HOXD1, PDX1, SOX21, MSX2, FOXD3, GATA3, ZIC1, PAX3, HOXA9, HOXA1, DMRT2, HOXA5, ARX, SOX1, NFIB, SIX6, PAX2, ZIC4, ZFHX4, TBX18, TBX5, ZIC5, TAL1, SOX2, MEIS2, NKX2-4, FOXB1, HOXB8, NKX2-6, HOXA13, DBX1, MCIDAS, FOXF1, IRX3, HOXB7, FOXL2, HOXB6, LMX1B, HOXC9, SKOR1, PAX6, LHX2, FLI1, HOXC12, NR2E1, SIM1, NR4A2, PAX8, HOXA3, SP8, VAX2, DLX2, NR5A2, EBF1, OTX2, FOXE1

-- 15 of 2082--
GOID	GO:0006351
TERM	DNA-templated transcription
P-VALUE	1.2678835253989e-43
CORRECTED P-VALUE	2.6397334998805e-40
NUM_ANNOTATIONS	215 (of 3513)
ANNOTATED_GENES	HOXC13, EMX2, CBX2, HOXC4, RUNX3, SKOR2, HAND2, TBR1, TFAP2B, NEUROG2, HOXB5, DMRTA2, TWIST1, SIX1, ZIC2, GBX2, ADCYAP1, CBX8, PRDM1, RAX, CCNC, HOXA10, PITX1, HAND1, EVX2, HOXB9, PTF1A, FERD3L, GSX2, NKX6-1, TGIF1, TBX15, GATA4, TBX20, SHOX2, DMRT1, FOXB2, UNCX, SIX2, HOXD11, FOXL1, DMBX1, LHX5, ALX1, PAX9, POU4F1, SOX14, OLIG3, HOXD8, FOXC2, DLX6, HOXC5, HOXB1, HOXC11, LMX1A, HEY2, TCF21, HOXD13, SOX3, BHLHE22, GATA2, DLX1, LEF1, LBX1, ISL2, ZIC3, ONECUT2, HOXA4, ALX4, BARX1, SP9, HOXB3, EBF3, EN1, STK3, PRDM6, HOXB2, TFAP2D, HOXD4, EN2, WT1, SALL1, MSX1, POU4F2, GFI1, LHX9, BARHL2, TBX2, DLX5, HOXA2, HOXB4, MEIS1, EOMES, ZFHX3, HOXD3, SIM2, LHX6, FEZF1, MECOM, GSC, HOXA6, TLX3, OSR2, POU4F3, IRX5, PAX5, ZNF503, PITX2, VGLL2, RNF220, SOX17, TBX3, FOXD2, CDKN2A, NKX2-5, HOXD12, BARHL1, LHX4, HOXC8, INO80B, FOXD1, ONECUT1, PRKCH, HOXC10, CDX2, SATB2, HMX3, ISL1, PHOX2B, HLX, FEZF2, NR2F2, LHX8, GATA6, SIX3, HOXA11, PROX1, DMRT3, PAX7, NOLC1, BSX, HOXD10, C14orf39, FOXA2, HOXA7, EBF2, HIST1H1B, VAX1, PPRC1, ZNF883, NKX2-3, HOXD9, FOXA1, OLIG1, OLIG2, HOXD1, MNX1, OTP, ZIC1, GATA3, FOXD3, MSX2, SOX21, PDX1, ARX, HOXA5, HOXA1, DMRT2, HOXA9, PAX3, ZIC4, PAX2, SIX6, NFIB, SOX1, FOXB1, NKX2-4, MEIS2, SOX2, TAL1, ZIC5, TBX5, ZFHX4, TBX18, FOXL2, IRX3, HOXB7, TTF1, MCIDAS, FOXF1, DBX1, HOXA13, HOXB8, NKX2-6, LHX2, PAX6, SKOR1, HOXC9, LMX1B, HOXB6, SIM1, NR2E1, GTF3C2, FLI1, HOXC12, OTX2, FOXE1, EBF1, DLX2, NR5A2, VAX2, SP8, HOXA3, PAX8, NR4A2

-- 16 of 2082--
GOID	GO:0051252
TERM	regulation of RNA metabolic process
P-VALUE	1.78600963893357e-41
CORRECTED P-VALUE	3.7184720682597e-38
NUM_ANNOTATIONS	216 (of 3651)
ANNOTATED_GENES	DLX6, HOXB1, HOXC5, SOX14, OLIG3, FOXC2, HOXD8, PAX9, POU4F1, SOX3, HOXD13, LMX1A, HEY2, TCF21, HOXC11, UNCX, SIX2, HOXD11, SHOX2, DMRT1, FOXB2, GATA4, TBX20, TGIF1, TBX15, DMBX1, LHX5, ALX1, FOXL1, CBX8, GBX2, ADCYAP1, SIX1, ZIC2, FERD3L, PTF1A, GSX2, NKX6-1, HAND1, HOXB9, EVX2, CCNC, HOXA10, PITX1, PRDM1, RAX, RUNX3, HOXC4, HAND2, SKOR2, EMX2, HOXC13, CBX2, TWIST1, DMRTA2, TBR1, TFAP2B, HOXB5, NEUROG2, POU4F3, IRX5, OSR2, TLX3, GSC, HOXA6, ZNF503, PAX5, HOXD3, ZFHX3, EOMES, MECOM, FEZF1, SIM2, LHX6, POU4F2, GFI1, BARHL2, LHX9, SALL1, WT1, MSX1, EN2, MEIS1, DLX5, HOXA2, HOXB4, IGF2BP3, TBX2, ALX4, BARX1, HOXA4, ZIC3, ONECUT2, LBX1, ISL2, BHLHE22, GATA2, DLX1, LEF1, TFAP2D, HOXB2, HOXD4, STK3, PRDM6, EBF3, EN1, SP9, HOXB3, FOXA1, OLIG1, OLIG2, NKX2-3, HOXD9, PPRC1, VAX1, ZNF883, MNX1, OTP, HOXD1, NOLC1, PAX7, HOXA11, PROX1, DMRT3, SIX3, EBF2, HOXA7, HIST1H1B, FOXA2, C14orf39, HOXD10, BSX, HMX3, SATB2, PHOX2B, ISL1, HLX, PRKCH, ONECUT1, HOXC10, CDX2, INO80B, FOXD1, GATA6, NR2F2, LHX8, LIN28B, FEZF2, VGLL2, RNF220, PITX2, LHX4, HOXC8, FOXD2, NKX2-5, CDKN2A, HOXD12, BARHL1, SOX17, TBX3, HOXC12, FLI1, NR2E1, SIM1, PAX8, HOXA3, NR4A2, SP8, NR5A2, DLX2, VAX2, FOXE1, OTX2, EBF1, DBX1, HOXA13, NKX2-6, HOXB8, MCIDAS, FOXF1, FOXL2, HOXB7, IRX3, HOXB6, LMX1B, HOXC9, SKOR1, PAX6, LHX2, SOX1, NFIB, SIX6, PAX2, ZIC4, IGF2BP1, ZFHX4, TBX5, TBX18, TAL1, ZIC5, SOX2, NKX2-4, FOXB1, MEIS2, PDX1, SOX21, FOXD3, MSX2, ZIC1, GATA3, PAX3, HOXA9, HOXA5, HOXA1, DMRT2, ARX

-- 17 of 2082--
GOID	GO:0045165
TERM	cell fate commitment
P-VALUE	4.63685142081109e-40
CORRECTED P-VALUE	9.65392465812869e-37
NUM_ANNOTATIONS	60 (of 272)
ANNOTATED_GENES	FOXC2, OLIG3, TLX3, GSC, POU4F1, NR2E1, OLIG1, FOXA1, OLIG2, DLX2, HEY2, MNX1, GATA4, HOXA11, TBX20, PROX1, DMRT3, EOMES, TBX15, HOXA13, DBX1, SIX2, FOXA2, PAX6, HOXD10, EBF2, WT1, SIX1, PAX2, SATB2, BARHL2, SOX1, ISL1, ONECUT1, HOXC10, SOX2, PITX1, PRDM1, FEZF2, TBX2, GSX2, PTF1A, TBX18, TBX5, GATA6, NR2F2, TAL1, HOXA2, LBX1, ISL2, DLX1, GATA2, GATA3, ONECUT2, DMRTA2, NKX2-5, TBR1, ARX, SOX17, TBX3

-- 18 of 2082--
GOID	GO:0048706
TERM	embryonic skeletal system development
P-VALUE	9.26791166280293e-39
CORRECTED P-VALUE	1.92957920819557e-35
NUM_ANNOTATIONS	44 (of 128)
ANNOTATED_GENES	HOXB6, ALX1, HOXC9, HOXA7, HOXD10, SIX2, HOXB8, SHOX2, HOXD3, HOXA11, HOXB7, TBX15, HOXA3, HOXD1, DLX2, HOXC11, PAX5, IRX5, HOXC5, HOXB1, OSR2, HOXD9, FOXC2, HOXA6, GSC, HOXB2, TWIST1, HOXD4, HOXA9, HOXA1, DMRT2, HOXA5, HOXB3, HOXB5, HAND2, HOXC4, ALX4, HOXA4, DLX1, HOXA2, HOXB4, HOXB9, SATB2, SIX1

-- 19 of 2082--
GOID	GO:0048704
TERM	embryonic skeletal system morphogenesis
P-VALUE	5.00648140995206e-38
CORRECTED P-VALUE	1.04234942955202e-34
NUM_ANNOTATIONS	39 (of 95)
ANNOTATED_GENES	HOXA4, HOXC4, ALX4, HOXA9, HOXB2, TWIST1, HOXD4, HOXB3, HOXB5, HOXA5, HOXA1, SATB2, SIX1, HOXB9, HOXB4, HOXA2, HOXD3, SHOX2, HOXB8, SIX2, HOXB7, TBX15, HOXA11, HOXA7, ALX1, HOXC9, HOXB6, HOXD10, OSR2, HOXB1, IRX5, GSC, HOXA6, FOXC2, HOXD9, HOXA3, PAX5, HOXC11, DLX2

-- 20 of 2082--
GOID	GO:0045893
TERM	positive regulation of DNA-templated transcription
P-VALUE	4.48702363652516e-37
CORRECTED P-VALUE	9.34198321124539e-34
NUM_ANNOTATIONS	134 (of 1661)
ANNOTATED_GENES	MCIDAS, FOXF1, NKX2-6, HOXA13, IRX3, HOXB7, FOXL2, LMX1B, LHX2, PAX6, FLI1, NR2E1, NR4A2, PAX8, FOXE1, OTX2, NR5A2, DLX2, SOX21, PDX1, GATA3, ZIC1, FOXD3, PAX3, HOXA1, DMRT2, HOXA5, NFIB, SOX1, PAX2, TAL1, TBX5, MEIS2, SOX2, NOLC1, SIX3, PROX1, HOXA11, EBF2, HOXA7, HOXD10, BSX, FOXA2, FOXA1, PPRC1, HOXD9, NKX2-3, VGLL2, PITX2, LHX4, TBX3, SOX17, BARHL1, NKX2-5, FOXD2, HOXC10, CDX2, ONECUT1, PHOX2B, ISL1, SATB2, FOXD1, INO80B, NR2F2, GATA6, FEZF2, HOXD3, EOMES, ZFHX3, FEZF1, MECOM, OSR2, POU4F3, PAX5, ONECUT2, ZIC3, ALX4, LEF1, DLX1, GATA2, TFAP2D, HOXD4, HOXB2, HOXB3, EN1, EBF3, BARHL2, POU4F2, EN2, MSX1, WT1, SALL1, HOXA2, DLX5, HOXB4, MEIS1, TBX2, DMRT1, SIX2, TBX20, GATA4, ALX1, LHX5, HOXB1, POU4F1, PAX9, FOXC2, HOXD8, HOXD13, SOX3, HOXC11, TCF21, HEY2, LMX1A, HOXC13, HAND2, HOXC4, RUNX3, TWIST1, HOXB5, TFAP2B, TBR1, ZIC2, SIX1, ADCYAP1, GBX2, HOXB9, HAND1, NKX6-1, PTF1A, RAX, PITX1, CCNC, HOXA10

-- 21 of 2082--
GOID	GO:0019219
TERM	regulation of nucleobase-containing compound metabolic process
P-VALUE	4.74055362117134e-37
CORRECTED P-VALUE	9.86983263927873e-34
NUM_ANNOTATIONS	218 (of 3953)
ANNOTATED_GENES	HOXC11, LMX1A, HEY2, TCF21, HOXD13, SOX3, PAX9, POU4F1, SOX14, OLIG3, HOXD8, FOXC2, HOXB1, DLX6, HOXC5, FOXL1, DMBX1, ALX1, LHX5, TGIF1, TBX15, GATA4, TBX20, SHOX2, FOXB2, DMRT1, UNCX, HOXD11, SIX2, PRDM1, RAX, CCNC, HOXA10, PITX1, EVX2, HAND1, HOXB9, FERD3L, PTF1A, GSX2, NKX6-1, SIX1, ZIC2, ADCYAP1, GBX2, CBX8, TBR1, NEUROG2, TFAP2B, HOXB5, DMRTA2, TWIST1, HOXC13, EMX2, CBX2, RUNX3, HOXC4, SKOR2, HAND2, PAX5, ZNF503, GSC, HOXA6, TLX3, OSR2, POU4F3, IRX5, LHX6, SIM2, FEZF1, MECOM, EOMES, ZFHX3, HOXD3, TBX2, HOXB4, HOXA2, DLX5, IGF2BP3, MEIS1, EN2, WT1, SALL1, MSX1, POU4F2, GFI1, LHX9, BARHL2, HOXB3, SP9, EN1, EBF3, STK3, PRDM6, HOXD4, TFAP2D, HOXB2, DLX1, GATA2, BHLHE22, LEF1, LBX1, ISL2, ONECUT2, ZIC3, HOXA4, ALX4, BARX1, HOXD1, MNX1, OTP, VAX1, PPRC1, ZNF883, NKX2-3, HOXD9, FOXA1, OLIG1, OLIG2, C14orf39, HOXD10, BSX, FOXA2, HOXA7, EBF2, HIST1H1B, SIX3, DMRT3, PROX1, HOXA11, PAX7, NOLC1, FEZF2, LIN28B, NR2F2, LHX8, GATA6, INO80B, FOXD1, PRKCH, ONECUT1, HOXC10, CDX2, HMX3, SATB2, PHOX2B, HLX, ISL1, SOX17, TBX3, FOXD2, HOXD12, NKX2-5, CDKN2A, BARHL1, LHX4, HOXC8, PITX2, PGAM1, VGLL2, RNF220, OTX2, EBF1, FOXE1, DLX2, NR5A2, VAX2, SP8, HOXA3, PAX8, NR4A2, SIM1, NR2E1, FLI1, HOXC12, LHX2, PAX6, SKOR1, LMX1B, HOXC9, HOXB6, FOXL2, IRX3, HOXB7, TTF1, MCIDAS, FOXF1, DBX1, HOXA13, NKX2-6, HOXB8, FOXB1, NKX2-4, MEIS2, SOX2, TAL1, ZIC5, IGF2BP1, ZFHX4, TBX5, TBX18, PAX2, ZIC4, SIX6, NFIB, SOX1, ARX, HOXA5, HOXA1, DMRT2, HOXA9, PAX3, ZIC1, GATA3, FOXD3, MSX2, SOX21, PDX1

-- 22 of 2082--
GOID	GO:1902680
TERM	positive regulation of RNA biosynthetic process
P-VALUE	5.10874490556067e-37
CORRECTED P-VALUE	1.06364068933773e-33
NUM_ANNOTATIONS	134 (of 1663)
ANNOTATED_GENES	PAX5, OSR2, POU4F3, FEZF1, MECOM, HOXD3, EOMES, ZFHX3, DLX5, HOXA2, HOXB4, MEIS1, TBX2, BARHL2, POU4F2, EN2, MSX1, WT1, SALL1, TFAP2D, HOXB2, HOXD4, HOXB3, EBF3, EN1, ONECUT2, ZIC3, ALX4, LEF1, GATA2, DLX1, HOXD13, SOX3, HOXC11, HEY2, TCF21, LMX1A, HOXB1, PAX9, POU4F1, HOXD8, FOXC2, LHX5, ALX1, DMRT1, SIX2, TBX20, GATA4, HOXB9, HAND1, NKX6-1, PTF1A, RAX, PITX1, HOXA10, CCNC, ZIC2, SIX1, GBX2, ADCYAP1, TWIST1, TFAP2B, HOXB5, TBR1, HOXC13, HAND2, HOXC4, RUNX3, NR4A2, PAX8, FOXE1, OTX2, DLX2, NR5A2, FLI1, NR2E1, LMX1B, LHX2, PAX6, MCIDAS, FOXF1, NKX2-6, HOXA13, IRX3, HOXB7, FOXL2, TAL1, TBX5, MEIS2, SOX2, NFIB, SOX1, PAX2, PAX3, DMRT2, HOXA1, HOXA5, SOX21, PDX1, GATA3, ZIC1, FOXD3, FOXA1, PPRC1, HOXD9, NKX2-3, EBF2, HOXA7, BSX, HOXD10, FOXA2, NOLC1, SIX3, PROX1, HOXA11, NR2F2, GATA6, FEZF2, HOXC10, CDX2, ONECUT1, PHOX2B, ISL1, SATB2, FOXD1, INO80B, LHX4, TBX3, SOX17, NKX2-5, BARHL1, FOXD2, VGLL2, PITX2

-- 23 of 2082--
GOID	GO:0051254
TERM	positive regulation of RNA metabolic process
P-VALUE	3.54741175431868e-35
CORRECTED P-VALUE	7.3857112724915e-32
NUM_ANNOTATIONS	136 (of 1778)
ANNOTATED_GENES	MEIS1, DLX5, HOXA2, HOXB4, TBX2, POU4F2, BARHL2, WT1, SALL1, MSX1, EN2, TFAP2D, HOXD4, HOXB2, EBF3, EN1, HOXB3, ALX4, ONECUT2, ZIC3, GATA2, DLX1, LEF1, PAX5, POU4F3, OSR2, MECOM, FEZF1, HOXD3, ZFHX3, EOMES, PTF1A, NKX6-1, HAND1, HOXB9, CCNC, HOXA10, PITX1, RAX, ADCYAP1, GBX2, SIX1, ZIC2, TWIST1, TBR1, TFAP2B, HOXB5, RUNX3, HOXC4, HAND2, HOXC13, SOX3, HOXD13, LMX1A, TCF21, HEY2, HOXC11, HOXB1, FOXC2, HOXD8, PAX9, POU4F1, ALX1, LHX5, SIX2, DMRT1, GATA4, TBX20, IGF2BP1, TBX5, TAL1, SOX2, MEIS2, SOX1, NFIB, PAX2, PAX3, HOXA5, DMRT2, HOXA1, PDX1, SOX21, FOXD3, ZIC1, GATA3, PAX8, NR4A2, NR5A2, DLX2, OTX2, FOXE1, FLI1, NR2E1, LMX1B, PAX6, LHX2, HOXA13, NKX2-6, FOXF1, MCIDAS, FOXL2, HOXB7, IRX3, GATA6, NR2F2, LIN28B, FEZF2, SATB2, ISL1, PHOX2B, ONECUT1, CDX2, HOXC10, INO80B, FOXD1, LHX4, FOXD2, NKX2-5, BARHL1, SOX17, TBX3, VGLL2, PITX2, FOXA1, NKX2-3, HOXD9, PPRC1, HOXA7, EBF2, FOXA2, HOXD10, BSX, NOLC1, PROX1, HOXA11, SIX3

-- 24 of 2082--
GOID	GO:0009653
TERM	anatomical structure morphogenesis
P-VALUE	5.56839066089977e-34
CORRECTED P-VALUE	1.15933893559933e-30
NUM_ANNOTATIONS	166 (of 2600)
ANNOTATED_GENES	DMRT2, HOXA1, HOXA5, ARX, PAX3, GJB6, HOXA9, MSX2, FOXD3, GATA3, ZIC1, PDX1, SOX21, SOX2, MEIS2, FOXB1, IGF2BP1, TBX5, TBX18, TAL1, SIX6, PAX2, SOX1, NFIB, PAX6, LHX2, PGM5, HOXB6, HOXC9, IRX3, HOXB7, FOXL2, HOXB8, HOXA13, FOXF1, VAX2, DLX2, NR5A2, FOXE1, OTX2, NR4A2, PAX8, HOXA3, SP8, NR2E1, FLI1, NKX2-5, HOXD12, FOXD2, TBX3, SOX17, HOXC8, LHX4, PCDH8, PITX2, FEZF2, GATA6, LHX8, NR2F2, FOXD1, HLX, PHOX2B, ISL1, SATB2, HMX3, HOXC10, CDX2, ONECUT1, FOXA2, BSX, HOXD10, HOXA7, PROX1, DMRT3, HOXA11, SIX3, NOLC1, PAX7, MNX1, SPAG6, HOXD9, NKX2-3, VAX1, FOXA1, EN1, HOXB3, SP9, HOXD4, HOXB2, STK3, LBX1, ISL2, LEF1, DLX1, GATA2, ALX4, ZIC3, ONECUT2, HOXA4, TBX2, MEIS1, HOXA2, DLX5, HOXB4, IGF2BP3, MSX1, SALL1, WT1, BARHL2, LHX9, POU4F2, FEZF1, EOMES, HOXD3, PAX5, HOXA6, GSC, IRX5, POU4F3, OSR2, HOXB5, TFAP2B, TBR1, TWIST1, HAND2, HOXC4, MYO3B, EMX2, HOXC13, PITX1, HOXA10, PRDM1, NKX6-1, PTF1A, GSX2, HOXB9, EVX2, HAND1, GBX2, SIX1, FOXL1, ALX1, LHX5, TBX20, GATA4, TBX15, SIX2, HOXD11, UNCX, SHOX2, DMRT1, FOXB2, SLC17A6, TCF21, HEY2, LMX1A, HOXC11, SOX3, HOXD13, FOXC2, SOX14, HOXD8, POU4F1, PAX9, DLX6, HOXB1

-- 25 of 2082--
GOID	GO:0043009
TERM	chordate embryonic development
P-VALUE	1.02676944000484e-32
CORRECTED P-VALUE	2.13773397409007e-29
NUM_ANNOTATIONS	78 (of 641)
ANNOTATED_GENES	FERD3L, GATA6, HAND1, HOXB9, NR2F2, PRDM1, SATB2, ISL1, CDX2, GBX2, SIX1, TWIST1, NKX2-5, SOX17, HOXB5, TBX3, HOXC4, HAND2, RNF220, PCDH8, HOXD1, HEY2, HOXC11, FOXA1, HOXB1, HOXC5, FOXC2, HOXD9, HOXA7, ALX1, HOXD10, SIX2, SEC24C, NOLC1, SHOX2, HOXA11, PROX1, TBX15, TBX18, HOXA2, HOXB4, FOXB1, MSX1, PAX2, HOXD4, HOXB2, HOXA9, STK3, HOXA5, EN1, HOXA1, DMRT2, HOXB3, ALX4, NUP133, HOXA4, FOXD3, DLX1, GATA2, GATA3, LEF1, HOXA3, DLX2, PAX5, IRX5, OSR2, GSC, HOXA6, HOXB6, HOXC9, PAX6, LHX2, NKX2-6, HOXB8, HOXD3, FOXF1, HOXB7, EOMES

-- 26 of 2082--
GOID	GO:0009792
TERM	embryo development ending in birth or egg hatching
P-VALUE	1.52445351196152e-32
CORRECTED P-VALUE	3.17391221190389e-29
NUM_ANNOTATIONS	79 (of 662)
ANNOTATED_GENES	TBX18, HOXB4, HOXA2, FOXB1, MSX1, PAX2, HOXD4, HOXB2, HOXA9, STK3, DMRT2, HOXA1, HOXA5, EN1, HOXB3, NUP133, ALX4, HOXA4, FOXD3, GATA3, LEF1, GATA2, DLX1, HOXA3, DLX2, NR5A2, PAX5, IRX5, OSR2, HOXA6, GSC, HOXB6, HOXC9, PAX6, LHX2, NKX2-6, HOXB8, FOXF1, HOXD3, HOXB7, EOMES, GATA6, FERD3L, HAND1, HOXB9, NR2F2, PRDM1, ISL1, SATB2, CDX2, GBX2, SIX1, TWIST1, NKX2-5, HOXB5, TBX3, SOX17, HAND2, RNF220, HOXC4, PCDH8, HEY2, HOXD1, HOXC11, HOXB1, HOXC5, FOXA1, HOXD9, FOXC2, ALX1, HOXA7, HOXD10, SIX2, NOLC1, SEC24C, SHOX2, HOXA11, PROX1, TBX15

-- 27 of 2082--
GOID	GO:0032774
TERM	RNA biosynthetic process
P-VALUE	1.04202613412269e-31
CORRECTED P-VALUE	2.16949841124344e-28
NUM_ANNOTATIONS	218 (of 4280)
ANNOTATED_GENES	HOXD3, EOMES, ZFHX3, FEZF1, MECOM, SIM2, LHX6, OSR2, IRX5, POU4F3, HOXA6, GSC, TLX3, ZNF503, PAX5, ONECUT2, ZIC3, HOXA4, BARX1, ALX4, LEF1, BHLHE22, GATA2, DLX1, ISL2, LBX1, PRDM6, STK3, HOXB2, TFAP2D, HOXD4, HOXB3, SP9, EN1, EBF3, BARHL2, LHX9, POU4F2, GFI1, EN2, MSX1, SALL1, WT1, HOXA2, HOXB4, DLX5, MEIS1, TBX2, FOXB2, SHOX2, DMRT1, SIX2, HOXD11, UNCX, TBX15, RSRC1, TGIF1, TBX20, GATA4, ALX1, LHX5, DMBX1, FOXL1, HOXB1, DLX6, HOXC5, POU4F1, PAX9, SOX14, FOXC2, OLIG3, HOXD8, HOXD13, SOX3, HOXC11, HEY2, TCF21, LMX1A, CBX2, EMX2, HOXC13, HAND2, SKOR2, HOXC4, RUNX3, TWIST1, NEUROG2, TFAP2B, HOXB5, TBR1, DMRTA2, CBX8, ZIC2, SIX1, ADCYAP1, GBX2, HAND1, EVX2, HOXB9, NKX6-1, FERD3L, PTF1A, GSX2, RAX, PRDM1, PITX1, HOXA10, CCNC, FOXF1, MCIDAS, TTF1, NKX2-6, HOXB8, DBX1, HOXA13, HOXB7, IRX3, FOXL2, LMX1B, HOXC9, HOXB6, LHX2, PAX6, SKOR1, FLI1, HOXC12, SIM1, NR2E1, GTF3C2, SP8, NR4A2, HOXA3, PAX8, EBF1, OTX2, NBDY, FOXE1, VAX2, NR5A2, DLX2, SOX21, PDX1, GATA3, ZIC1, MSX2, FOXD3, HOXA9, PAX3, ARX, HOXA1, DMRT2, HOXA5, NFIB, SOX1, PAX2, ZIC4, SIX6, ZIC5, TAL1, ZFHX4, TBX18, TBX5, MEIS2, FOXB1, NKX2-4, SOX2, PAX7, NOLC1, SIX3, PROX1, HOXA11, DMRT3, HOXA7, EBF2, HIST1H1B, HOXD10, BSX, C14orf39, FOXA2, OLIG2, FOXA1, OLIG1, ZNF883, PPRC1, VAX1, HOXD9, NKX2-3, OTP, MNX1, HOXD1, RNF220, VGLL2, PITX2, HOXC8, LHX4, TBX3, SOX17, HOXD12, NKX2-5, BARHL1, CDKN2A, FOXD2, HOXC10, CDX2, PRKCH, ONECUT1, HLX, PHOX2B, ISL1, HMX3, SATB2, FOXD1, INO80B, LHX8, NR2F2, GATA6, FEZF2, LIN28B

-- 28 of 2082--
GOID	GO:0048513
TERM	animal organ development
P-VALUE	2.54438874557241e-31
CORRECTED P-VALUE	5.29741736828176e-28
NUM_ANNOTATIONS	173 (of 2932)
ANNOTATED_GENES	SOX21, PDX1, NUP133, ZIC1, GATA3, MSX2, GJB6, HOXA9, PAX3, ARX, HOXA5, HOXA1, NFIB, SOX1, PAX2, GJB2, SIX6, TAL1, TBX5, TBX18, IGF2BP1, FOXB1, MEIS2, SOX2, FOXF1, HOXA13, HOXB8, NKX2-6, FOXL2, IRX3, HOXB7, HOXC9, HOXB6, LHX2, PAX6, FLI1, NR2E1, SIM1, HOXA3, PAX8, NR4A2, OTX2, FOXE1, DLX2, NR5A2, VAX2, VGLL2, PITX2, LHX4, HOXC8, SOX17, TBX3, NKX2-5, BARHL1, PRKCH, ONECUT1, CDX2, SATB2, HMX3, ISL1, PHOX2B, HLX, FOXD1, NR2F2, LHX8, GATA6, FEZF2, PAX7, NOLC1, SIX3, DMRT3, PROX1, HOXA11, EBF2, HOXA7, HIST1H1B, BSX, HOXD10, FOXA2, FOXA1, OLIG2, VAX1, NKX2-3, HOXD9, MNX1, OTP, ZIC3, ONECUT2, HOXA4, ALX4, BARX1, GATA2, DLX1, LEF1, LBX1, STK3, TFAP2D, HOXD4, HOXB2, HOXB3, EN1, POU4F2, LHX9, EN2, SALL1, WT1, MSX1, DLX5, HOXB4, HOXA2, MEIS1, TBX2, HOXD3, EOMES, ZFHX3, FEZF1, SIM2, LHX6, OSR2, POU4F3, IRX5, GSC, HOXA6, TLX3, PAX5, HOXC13, EMX2, RUNX3, MYO3B, HOXC4, HAND2, TWIST1, TBR1, TFAP2B, HOXB5, DMRTA2, SIX1, ZIC2, GBX2, HAND1, HOXB9, PTF1A, GSX2, NKX6-1, RAX, PRDM1, HOXA10, PITX1, SLC17A6, SHOX2, DMRT1, UNCX, HOXD11, SIX2, TBX15, GATA4, TBX20, DMBX1, LHX5, ALX1, FOXL1, DLX6, HOXB1, POU4F1, PAX9, FOXC2, HOXD8, HOXD13, SOX3, HOXC11, LMX1A, TCF21, HEY2

-- 29 of 2082--
GOID	GO:0045935
TERM	positive regulation of nucleobase-containing compound metabolic process
P-VALUE	1.88511090730615e-30
CORRECTED P-VALUE	3.9248009090114e-27
NUM_ANNOTATIONS	136 (of 1972)
