Date	Wed Feb 19 18:29:42 EST 2025
Aspect	P
P-value cutoff	0.01
Calculate FDR	Yes
Regulation links followed	Yes
Bonferroni correction	Yes
Uploaded gene list	polycomb gene_list
Annotation file	gene_association.goa_human_hgnc
Ontology file	
Evidence codes used	IMP (25206), IEP (933), ISS (28265), RCA (470), IGI (2047), ISO (11), IEA (73570), ISA (1439), IKR (23), HMP (129), IDA (88710), ND (1706), HEP (70), IBA (68552), IC (6837), TAS (95949), HDA (9421), EXP (613), NAS (7152), IPI (213005), ISM (3)
Unknown identifiers (222)	AC003986.1 AC003986.2 AC003986.3 AC004080.2 AC004080.3 AC004080.4 AC004080.5 AC004080.6 AC005224.2 AC007405.2 AC008060.2 AC008060.3 AC008406.3 AC008808.1 AC008808.2 AC008875.1 AC009166.1 AC009292.2 AC009531.1 AC010478.1 AC010997.3 AC010997.4 AC011396.2 AC011700.1 AC012531.1 AC012531.4 AC012574.1 AC012594.1 AC015911.4 AC016251.2 AC018470.1 AC018553.2 AC018563.1 AC019068.1 AC023886.1 AC025171.1 AC025171.2 AC025171.3 AC025171.5 AC026688.2 AC026704.1 AC027243.1 AC058822.1 AC074099.1 AC078909.1 AC078909.2 AC083795.2 AC084864.1 AC087477.2 AC087477.5 AC087477.6 AC090340.1 AC091076.1 AC091133.2 AC091133.3 AC091959.3 AC091980.2 AC099786.2 AC099786.3 AC100791.2 AC103702.1 AC103702.2 AC103746.1 AC105389.1 AC106738.2 AC106786.1 AC108210.1 AC108482.1 AC116667.2 AL021808.1 AL035443.1 AL049637.2 AL049874.3 AL079303.1 AL121612.2 AL135960.1 AL136366.1 AL137784.1 AL137784.2 AL137784.3 AL138688.1 AL139420.2 AL158013.1 AL158211.3 AL161457.2 AL161781.2 AL161908.1 AL161908.2 AL354863.1 AL355497.1 AL359922.1 AL365259.1 AP000697.1 AP000894.2 AP001122.1 ASTM1-AS1 BARX1-DT C5orf66 CCDC140 CDKN2A-DT CRNDE DLEU2 DLX6-AS1 EMX2OS FENDRR FEZF1-AS1 FIRRE FOXC2-AS1 FOXD1-AS1 FOXD2-AS1 FOXD3-AS1 FZD10-DT GATA2-AS1 GATA3-AS1 GATA6-AS1 HALGR HALGROS HAND2-AS1 HIST1H2BPS2 HIST1H3I HIST1H3L HLX-AS1 HMGN1P6 HNRNPA1P1 HOTAIR HOTAIRM1 HOTTIP HOXA-AS2 HOXA-AS3 HOXA10-AS HOXA11-AS HOXB-AS1 HOXB-AS2 HOXB-AS3 HOXB-AS4 HOXC-AS1 HOXC-AS2 HOXC-AS3 HOXC13-AS HOXD2 LBX1-AS1 LEF1-AS1 LHX5-AS1 LIN28B-AS1 LINC00261 LINC00543 LINC00556 LINC00629 LINC00682 LINC01079 LINC01096 LINC01097 LINC01143 LINC01305 LINC01312 LINC01385 LINC01396 LINC01475 LINC01798 LINC01833 LINC01956 LINC02084 LINC02086 LINC02106 LINC02202 LINC02268 LOC401463 MGC12916 MIR146B MIR148A MIR152 MIR182 MIR196A1 MIR196A2 MIR3663 MIR449A MIR503HG MIR6068 MIR8089 MIR96 MNX1-AS1 MORF4L2P1 NR2F2-AS1 PANCR PAUPAR PGM5-AS1 PLUT PNKDP1 PPIAP28 PTCSC2 RF00017 RF01905 RF01906 RF01954 RF01975 RF01976 RF01979 RF02040 RF02043 RF02142 RF02272 RN7SL272P RNF219-AS1 RNU5D-2P RNU6-1 RNU6-570P SALRNA1 SATB2-AS1 SENCR SIX3-AS1 SOX2-OT SOX21-AS1 SPA17P1 TARID TBX2-AS1 TBX5-AS1 THORLNC TRAPPC2P2 TTC6 ZFHX4-AS1 ZIC4-AS1 ZNF503-AS2

GOID	TERM	CORRECTED_PVALUE	UNCORRECTED_PVALUE	NUM_LIST_ANNOTATIONS	LIST_SIZE	TOTAL_NUM_ANNOTATIONS	POPULATION_SIZE	FDR_RATE	EXPECTED_FALSE_POSITIVES	ANNOTATED_GENES
GO:0043009	chordate embryonic development	2.13773397409007e-29	1.02676944000484e-32	78	482	641	19817	0.00%	0.00	FERD3L, GATA6, HAND1, HOXB9, NR2F2, PRDM1, SATB2, ISL1, CDX2, GBX2, SIX1, TWIST1, NKX2-5, SOX17, HOXB5, TBX3, HOXC4, HAND2, RNF220, PCDH8, HOXD1, HEY2, HOXC11, FOXA1, HOXB1, HOXC5, FOXC2, HOXD9, HOXA7, ALX1, HOXD10, SIX2, SEC24C, NOLC1, SHOX2, HOXA11, PROX1, TBX15, TBX18, HOXA2, HOXB4, FOXB1, MSX1, PAX2, HOXD4, HOXB2, HOXA9, STK3, HOXA5, EN1, HOXA1, DMRT2, HOXB3, ALX4, NUP133, HOXA4, FOXD3, DLX1, GATA2, GATA3, LEF1, HOXA3, DLX2, PAX5, IRX5, OSR2, GSC, HOXA6, HOXB6, HOXC9, PAX6, LHX2, NKX2-6, HOXB8, HOXD3, FOXF1, HOXB7, EOMES
GO:0009792	embryo development ending in birth or egg hatching	3.17391221190389e-29	1.52445351196152e-32	79	482	662	19817	0.00%	0.00	TBX18, HOXB4, HOXA2, FOXB1, MSX1, PAX2, HOXD4, HOXB2, HOXA9, STK3, DMRT2, HOXA1, HOXA5, EN1, HOXB3, NUP133, ALX4, HOXA4, FOXD3, GATA3, LEF1, GATA2, DLX1, HOXA3, DLX2, NR5A2, PAX5, IRX5, OSR2, HOXA6, GSC, HOXB6, HOXC9, PAX6, LHX2, NKX2-6, HOXB8, FOXF1, HOXD3, HOXB7, EOMES, GATA6, FERD3L, HAND1, HOXB9, NR2F2, PRDM1, ISL1, SATB2, CDX2, GBX2, SIX1, TWIST1, NKX2-5, HOXB5, TBX3, SOX17, HAND2, RNF220, HOXC4, PCDH8, HEY2, HOXD1, HOXC11, HOXB1, HOXC5, FOXA1, HOXD9, FOXC2, ALX1, HOXA7, HOXD10, SIX2, NOLC1, SEC24C, SHOX2, HOXA11, PROX1, TBX15
GO:0032774	RNA biosynthetic process	2.16949841124344e-28	1.04202613412269e-31	218	482	4280	19817	0.00%	0.00	HOXD3, EOMES, ZFHX3, FEZF1, MECOM, SIM2, LHX6, OSR2, IRX5, POU4F3, HOXA6, GSC, TLX3, ZNF503, PAX5, ONECUT2, ZIC3, HOXA4, BARX1, ALX4, LEF1, BHLHE22, GATA2, DLX1, ISL2, LBX1, PRDM6, STK3, HOXB2, TFAP2D, HOXD4, HOXB3, SP9, EN1, EBF3, BARHL2, LHX9, POU4F2, GFI1, EN2, MSX1, SALL1, WT1, HOXA2, HOXB4, DLX5, MEIS1, TBX2, FOXB2, SHOX2, DMRT1, SIX2, HOXD11, UNCX, TBX15, RSRC1, TGIF1, TBX20, GATA4, ALX1, LHX5, DMBX1, FOXL1, HOXB1, DLX6, HOXC5, POU4F1, PAX9, SOX14, FOXC2, OLIG3, HOXD8, HOXD13, SOX3, HOXC11, HEY2, TCF21, LMX1A, CBX2, EMX2, HOXC13, HAND2, SKOR2, HOXC4, RUNX3, TWIST1, NEUROG2, TFAP2B, HOXB5, TBR1, DMRTA2, CBX8, ZIC2, SIX1, ADCYAP1, GBX2, HAND1, EVX2, HOXB9, NKX6-1, FERD3L, PTF1A, GSX2, RAX, PRDM1, PITX1, HOXA10, CCNC, FOXF1, MCIDAS, TTF1, NKX2-6, HOXB8, DBX1, HOXA13, HOXB7, IRX3, FOXL2, LMX1B, HOXC9, HOXB6, LHX2, PAX6, SKOR1, FLI1, HOXC12, SIM1, NR2E1, GTF3C2, SP8, NR4A2, HOXA3, PAX8, EBF1, OTX2, NBDY, FOXE1, VAX2, NR5A2, DLX2, SOX21, PDX1, GATA3, ZIC1, MSX2, FOXD3, HOXA9, PAX3, ARX, HOXA1, DMRT2, HOXA5, NFIB, SOX1, PAX2, ZIC4, SIX6, ZIC5, TAL1, ZFHX4, TBX18, TBX5, MEIS2, FOXB1, NKX2-4, SOX2, PAX7, NOLC1, SIX3, PROX1, HOXA11, DMRT3, HOXA7, EBF2, HIST1H1B, HOXD10, BSX, C14orf39, FOXA2, OLIG2, FOXA1, OLIG1, ZNF883, PPRC1, VAX1, HOXD9, NKX2-3, OTP, MNX1, HOXD1, RNF220, VGLL2, PITX2, HOXC8, LHX4, TBX3, SOX17, HOXD12, NKX2-5, BARHL1, CDKN2A, FOXD2, HOXC10, CDX2, PRKCH, ONECUT1, HLX, PHOX2B, ISL1, HMX3, SATB2, FOXD1, INO80B, LHX8, NR2F2, GATA6, FEZF2, LIN28B
GO:0048513	animal organ development	5.29741736828176e-28	2.54438874557241e-31	173	482	2932	19817	0.00%	0.00	SOX21, PDX1, NUP133, ZIC1, GATA3, MSX2, GJB6, HOXA9, PAX3, ARX, HOXA5, HOXA1, NFIB, SOX1, PAX2, GJB2, SIX6, TAL1, TBX5, TBX18, IGF2BP1, FOXB1, MEIS2, SOX2, FOXF1, HOXA13, HOXB8, NKX2-6, FOXL2, IRX3, HOXB7, HOXC9, HOXB6, LHX2, PAX6, FLI1, NR2E1, SIM1, HOXA3, PAX8, NR4A2, OTX2, FOXE1, DLX2, NR5A2, VAX2, VGLL2, PITX2, LHX4, HOXC8, SOX17, TBX3, NKX2-5, BARHL1, PRKCH, ONECUT1, CDX2, SATB2, HMX3, ISL1, PHOX2B, HLX, FOXD1, NR2F2, LHX8, GATA6, FEZF2, PAX7, NOLC1, SIX3, DMRT3, PROX1, HOXA11, EBF2, HOXA7, HIST1H1B, BSX, HOXD10, FOXA2, FOXA1, OLIG2, VAX1, NKX2-3, HOXD9, MNX1, OTP, ZIC3, ONECUT2, HOXA4, ALX4, BARX1, GATA2, DLX1, LEF1, LBX1, STK3, TFAP2D, HOXD4, HOXB2, HOXB3, EN1, POU4F2, LHX9, EN2, SALL1, WT1, MSX1, DLX5, HOXB4, HOXA2, MEIS1, TBX2, HOXD3, EOMES, ZFHX3, FEZF1, SIM2, LHX6, OSR2, POU4F3, IRX5, GSC, HOXA6, TLX3, PAX5, HOXC13, EMX2, RUNX3, MYO3B, HOXC4, HAND2, TWIST1, TBR1, TFAP2B, HOXB5, DMRTA2, SIX1, ZIC2, GBX2, HAND1, HOXB9, PTF1A, GSX2, NKX6-1, RAX, PRDM1, HOXA10, PITX1, SLC17A6, SHOX2, DMRT1, UNCX, HOXD11, SIX2, TBX15, GATA4, TBX20, DMBX1, LHX5, ALX1, FOXL1, DLX6, HOXB1, POU4F1, PAX9, FOXC2, HOXD8, HOXD13, SOX3, HOXC11, LMX1A, TCF21, HEY2
GO:0045935	positive regulation of nucleobase-containing compound metabolic process	3.9248009090114e-27	1.88511090730615e-30	136	482	1972	19817	0.00%	0.00	LMX1B, PAX6, LHX2, NKX2-6, HOXA13, MCIDAS, FOXF1, IRX3, HOXB7, FOXL2, NR4A2, PAX8, DLX2, NR5A2, FOXE1, OTX2, FLI1, NR2E1, PAX3, HOXA1, DMRT2, HOXA5, PDX1, SOX21, FOXD3, GATA3, ZIC1, IGF2BP1, TBX5, TAL1, SOX2, MEIS2, SOX1, NFIB, PAX2, EBF2, HOXA7, FOXA2, HOXD10, BSX, NOLC1, HOXA11, PROX1, SIX3, FOXA1, HOXD9, NKX2-3, PPRC1, LHX4, BARHL1, NKX2-5, FOXD2, TBX3, SOX17, VGLL2, PITX2, GATA6, NR2F2, LIN28B, FEZF2, PHOX2B, ISL1, SATB2, HOXC10, CDX2, ONECUT1, FOXD1, INO80B, MECOM, FEZF1, HOXD3, ZFHX3, EOMES, PAX5, POU4F3, OSR2, TFAP2D, HOXD4, HOXB2, EBF3, EN1, HOXB3, ALX4, ZIC3, ONECUT2, LEF1, DLX1, GATA2, MEIS1, DLX5, HOXA2, HOXB4, TBX2, BARHL2, POU4F2, MSX1, SALL1, WT1, EN2, LHX5, ALX1, SIX2, DMRT1, TBX20, GATA4, SOX3, HOXD13, HEY2, TCF21, LMX1A, HOXC11, HOXB1, FOXC2, HOXD8, POU4F1, PAX9, TWIST1, HOXB5, TFAP2B, TBR1, HAND2, RUNX3, HOXC4, HOXC13, NKX6-1, PTF1A, HOXB9, HAND1, PITX1, CCNC, HOXA10, RAX, ADCYAP1, GBX2, ZIC2, SIX1
GO:0016070	RNA metabolic process	4.74811927405898e-27	2.28055680790537e-30	221	482	4467	19817	0.00%	0.00	HOXC13, EMX2, CBX2, RUNX3, HOXC4, HAND2, SKOR2, TWIST1, TBR1, NEUROG2, TFAP2B, HOXB5, DMRTA2, CBX8, SIX1, ZIC2, ADCYAP1, GBX2, HOXB9, EVX2, HAND1, PTF1A, GSX2, FERD3L, NKX6-1, RAX, PRDM1, CCNC, HOXA10, PITX1, SHOX2, FOXB2, DMRT1, UNCX, SIX2, HOXD11, TGIF1, RSRC1, TBX15, GATA4, TBX20, DMBX1, ALX1, LHX5, FOXL1, HOXB1, DLX6, HOXC5, POU4F1, PAX9, OLIG3, SOX14, FOXC2, HOXD8, HOXD13, SOX3, HOXC11, LMX1A, TCF21, HEY2, ONECUT2, ZIC3, HOXA4, ALX4, BARX1, GATA2, BHLHE22, DLX1, LEF1, LBX1, ISL2, STK3, PRDM6, TFAP2D, HOXB2, HOXD4, SP9, HOXB3, EBF3, EN1, POU4F2, GFI1, LHX9, BARHL2, EN2, SALL1, WT1, MSX1, HOXA2, DLX5, HOXB4, IGF2BP3, MEIS1, TBX2, HOXD3, EOMES, ZFHX3, FEZF1, MECOM, SIM2, LHX6, OSR2, POU4F3, IRX5, GSC, HOXA6, TLX3, ZNF503, PAX5, VGLL2, RNF220, PITX2, LHX4, HOXC8, SOX17, TBX3, FOXD2, NKX2-5, HOXD12, CDKN2A, BARHL1, SLFN13, PRKCH, ONECUT1, HOXC10, CDX2, SATB2, HMX3, PHOX2B, ISL1, HLX, INO80B, FOXD1, NR2F2, LHX8, GATA6, FEZF2, LIN28B, PAX7, NOLC1, SIX3, PROX1, DMRT3, HOXA11, HOXA7, EBF2, HIST1H1B, C14orf39, HOXD10, BSX, FOXA2, OLIG1, FOXA1, OLIG2, VAX1, PPRC1, ZNF883, NKX2-3, HOXD9, MNX1, OTP, HOXD1, SOX21, PDX1, ZIC1, GATA3, FOXD3, MSX2, HOXA9, PAX3, ARX, HOXA5, HOXA1, DMRT2, NFIB, SOX1, ZIC4, PAX2, SIX6, TAL1, ZIC5, ZFHX4, TBX5, TBX18, IGF2BP1, FOXB1, NKX2-4, MEIS2, SOX2, TTF1, FOXF1, MCIDAS, DBX1, HOXA13, NKX2-6, HOXB8, FOXL2, HOXB7, IRX3, LMX1B, HOXC9, HOXB6, LHX2, SKOR1, PAX6, FLI1, HOXC12, SIM1, NR2E1, GTF3C2, SP8, PAX8, HOXA3, NR4A2, OTX2, EBF1, NBDY, FOXE1, DLX2, NR5A2, VAX2
GO:0141187	nucleic acid biosynthetic process	1.71949537735451e-26	8.25886348393138e-30	218	482	4407	19817	0.00%	0.00	ONECUT2, ZIC3, HOXA4, ALX4, BARX1, BHLHE22, GATA2, DLX1, LEF1, ISL2, LBX1, STK3, PRDM6, HOXB2, TFAP2D, HOXD4, SP9, HOXB3, EN1, EBF3, GFI1, POU4F2, LHX9, BARHL2, EN2, SALL1, WT1, MSX1, HOXA2, DLX5, HOXB4, MEIS1, TBX2, HOXD3, EOMES, ZFHX3, FEZF1, MECOM, LHX6, SIM2, OSR2, POU4F3, IRX5, GSC, HOXA6, TLX3, ZNF503, PAX5, HOXC13, EMX2, CBX2, RUNX3, HOXC4, HAND2, SKOR2, TWIST1, TBR1, HOXB5, TFAP2B, NEUROG2, DMRTA2, CBX8, SIX1, ZIC2, ADCYAP1, GBX2, EVX2, HAND1, HOXB9, PTF1A, FERD3L, GSX2, NKX6-1, RAX, PRDM1, HOXA10, CCNC, PITX1, DMRT1, SHOX2, FOXB2, UNCX, SIX2, HOXD11, RSRC1, TGIF1, TBX15, GATA4, TBX20, DMBX1, LHX5, ALX1, FOXL1, DLX6, HOXB1, HOXC5, PAX9, POU4F1, OLIG3, SOX14, HOXD8, FOXC2, HOXD13, SOX3, HOXC11, LMX1A, TCF21, HEY2, SOX21, PDX1, ZIC1, GATA3, FOXD3, MSX2, HOXA9, PAX3, ARX, HOXA5, HOXA1, DMRT2, NFIB, SOX1, PAX2, ZIC4, SIX6, TAL1, ZIC5, TBX18, ZFHX4, TBX5, FOXB1, NKX2-4, MEIS2, SOX2, TTF1, MCIDAS, FOXF1, DBX1, HOXA13, NKX2-6, HOXB8, FOXL2, IRX3, HOXB7, HOXC9, LMX1B, HOXB6, LHX2, PAX6, SKOR1, FLI1, HOXC12, SIM1, NR2E1, GTF3C2, SP8, PAX8, HOXA3, NR4A2, OTX2, NBDY, EBF1, FOXE1, NR5A2, DLX2, VAX2, VGLL2, RNF220, PITX2, LHX4, HOXC8, SOX17, TBX3, FOXD2, CDKN2A, NKX2-5, HOXD12, BARHL1, ONECUT1, PRKCH, HOXC10, CDX2, HMX3, SATB2, ISL1, PHOX2B, HLX, INO80B, FOXD1, NR2F2, LHX8, GATA6, FEZF2, LIN28B, PAX7, NOLC1, SIX3, PROX1, HOXA11, DMRT3, HOXA7, HIST1H1B, EBF2, HOXD10, BSX, C14orf39, FOXA2, OLIG1, FOXA1, OLIG2, VAX1, PPRC1, ZNF883, NKX2-3, HOXD9, MNX1, OTP, HOXD1
GO:0001708	cell fate specification	1.09264741645116e-24	5.24806636143691e-28	33	482	104	19817	0.00%	0.00	SIX1, PAX2, HOXC10, ISL1, SOX1, TBX2, SOX2, GSX2, TBX18, TBX5, ISL2, TBR1, SOX17, TBX3, DMRTA2, POU4F1, GSC, OLIG3, TLX3, FOXA1, OLIG2, MNX1, TBX15, EOMES, HOXA11, DMRT3, TBX20, DBX1, HOXA13, SIX2, HOXD10, FOXA2, PAX6
GO:0048705	skeletal system morphogenesis	1.13145441764228e-24	5.43445925860844e-28	45	482	228	19817	0.00%	0.00	UNCX, SIX2, HOXB8, HOXD3, SHOX2, HOXA11, HOXB7, TBX15, HOXB6, HOXA7, ALX1, HOXC9, HOXD10, IRX5, OSR2, HOXB1, HOXD8, FOXC2, HOXD9, GSC, HOXA6, HOXA3, DLX2, HOXC11, PAX5, ALX4, HOXC4, HOXA4, MSX2, TWIST1, HOXC8, HOXD4, HOXB2, HOXA9, HOXA5, HOXA1, HOXB5, HOXB3, SATB2, MSX1, SIX1, HOXB9, HOXB4, DLX5, HOXA2
GO:0021953	central nervous system neuron differentiation	2.75270762463962e-24	1.32214583316024e-27	42	482	197	19817	0.00%	0.00	UNCX, DBX1, EOMES, DMRT3, TBX20, PROX1, LHX5, HOXD10, LHX6, PAX6, OLIG2, POU4F1, NR2E1, OLIG3, OTP, NR4A2, MNX1, LMX1A, DLX2, DLX1, GATA2, LBX1, ISL2, LHX4, ARX, TBR1, HOXC10, NFIB, SOX1, ISL1, PHOX2B, SATB2, POU4F2, GBX2, SALL1, DLX5, LHX8, TAL1, NKX6-1, GSX2, PTF1A, FEZF2
GO:0007417	central nervous system development	1.15021179592278e-23	5.52455233392303e-27	90	482	1024	19817	0.00%	0.00	HOXD10, DMBX1, LHX5, SIX3, PROX1, TBX20, DMRT3, UNCX, LMX1A, MNX1, OTP, SOX3, VAX1, POU4F1, OLIG3, OLIG1, OLIG2, HOXB1, TBR1, TBX3, DMRTA2, BARHL1, LHX4, PITX2, EMX2, RAX, FEZF2, PITX1, NR2F2, LHX8, GSX2, PTF1A, NKX6-1, SIX1, ZIC2, GBX2, HOXC10, HMX3, SATB2, ISL1, PHOX2B, LHX6, LHX2, PAX6, FEZF1, EOMES, ZFHX3, DBX1, HOXB8, NKX2-6, PAX5, OTX2, DLX2, VAX2, PAX8, NR4A2, GSC, NR2E1, TLX3, ARX, HOXB3, EN1, STK3, TFAP2D, HOXB2, ZIC1, DLX1, GATA2, LEF1, LBX1, ISL2, ZIC3, PDX1, FOXB1, MEIS2, SOX2, TAL1, ZIC5, DLX5, HOXA2, MEIS1, IGF2BP1, PAX2, ZIC4, EN2, SALL1, MSX1, NFIB, POU4F2, SOX1
GO:0000122	negative regulation of transcription by RNA polymerase II	1.2491653425391e-23	5.99983353765177e-27	86	482	941	19817	0.00%	0.00	TGIF1, TBX15, GATA4, PROX1, TBX20, DMRT1, SHOX2, HOXA7, HIST1H1B, DMBX1, ALX1, POU4F1, VAX1, FOXC2, SOX14, HOXD8, OLIG3, HOXD9, FOXA1, OLIG2, HEY2, TCF21, SOX3, OTP, CBX2, RUNX3, SKOR2, TFAP2B, TBX3, NKX2-5, HOXC8, TWIST1, SIX1, CBX8, CDX2, SATB2, ISL1, FEZF2, PRDM1, HAND1, NR2F2, FERD3L, NKX6-1, GATA6, FOXL2, EOMES, IRX3, ZFHX3, FOXF1, HOXB8, SIM2, SKOR1, PAX6, FEZF1, GSC, NR2E1, OSR2, PAX5, FOXE1, DLX2, VAX2, NR4A2, DLX1, GATA2, GATA3, LEF1, FOXD3, MSX2, PDX1, ARX, HOXB3, EN1, PRDM6, WT1, SALL1, MSX1, GFI1, POU4F2, SOX1, MEIS2, TBX2, SOX2, TAL1, HOXA2, HOXB4, TBX18
GO:0001501	skeletal system development	3.04341841377294e-23	1.46177637549133e-26	63	482	515	19817	0.00%	0.00	HOXB9, HAND1, HOXB4, DLX5, HOXA2, HOXA10, PITX1, NFIB, HOXC10, SATB2, SIX1, MSX1, HOXA9, HOXC8, TWIST1, HOXD4, HOXB2, HOXB5, TBX3, HOXB3, HOXA5, EN1, DMRT2, HOXD12, HOXA1, HOXA4, RUNX3, ALX4, HOXC4, HAND2, DLX1, PITX2, MSX2, HOXD13, HOXA3, HOXC11, PAX5, DLX2, HOXD1, OSR2, DLX6, HOXC5, HOXB1, IRX5, GSC, HOXA6, HOXD8, FOXC2, HOXD9, HOXA7, ALX1, HOXC9, HOXB6, HOXD10, HOXD3, SHOX2, HOXA13, UNCX, SIX2, HOXB8, TBX15, HOXB7, HOXA11
GO:0034654	nucleobase-containing compound biosynthetic process	9.04640543338599e-23	4.34505544350912e-26	219	482	4709	19817	0.00%	0.00	MECOM, FEZF1, SIM2, LHX6, HOXD3, ZFHX3, EOMES, ZNF503, PAX5, POU4F3, IRX5, OSR2, TLX3, GSC, HOXA6, HOXB2, TFAP2D, HOXD4, STK3, PRDM6, EN1, EBF3, SP9, HOXB3, ALX4, BARX1, ZIC3, HOXA4, ONECUT2, ISL2, LBX1, DLX1, BHLHE22, GATA2, LEF1, MEIS1, HOXA2, DLX5, HOXB4, TBX2, POU4F2, GFI1, LHX9, BARHL2, WT1, SALL1, MSX1, EN2, DMBX1, LHX5, ALX1, FOXL1, UNCX, HOXD11, SIX2, SHOX2, FOXB2, DMRT1, GATA4, TBX20, TGIF1, RSRC1, TBX15, SOX3, HOXD13, LMX1A, TCF21, HEY2, HOXC11, HOXC5, HOXB1, DLX6, SOX14, FOXC2, OLIG3, HOXD8, POU4F1, PAX9, TWIST1, DMRTA2, TBR1, TFAP2B, HOXB5, NEUROG2, HOXC4, RUNX3, SKOR2, HAND2, HOXC13, EMX2, CBX2, PTF1A, GSX2, FERD3L, NKX6-1, HAND1, EVX2, HOXB9, HOXA10, CCNC, PITX1, PRDM1, RAX, CBX8, ADCYAP1, GBX2, SIX1, ZIC2, HOXB6, LMX1B, HOXC9, SKOR1, PAX6, LHX2, HOXA13, DBX1, HOXB8, NKX2-6, TTF1, FOXF1, MCIDAS, FOXL2, IRX3, HOXB7, PAX8, HOXA3, NR4A2, SP8, NR5A2, DLX2, VAX2, FOXE1, OTX2, NBDY, EBF1, FLI1, HOXC12, GTF3C2, SIM1, NR2E1, PAX3, HOXA9, HOXA5, DMRT2, HOXA1, ARX, PDX1, SOX21, FOXD3, MSX2, ZIC1, GATA3, TBX18, ZFHX4, TBX5, TAL1, ZIC5, ATP5F1EP2, SOX2, FOXB1, NKX2-4, MEIS2, SOX1, NFIB, SIX6, PAX2, ZIC4, HOXA7, EBF2, HIST1H1B, FOXA2, HOXD10, C14orf39, BSX, NOLC1, PAX7, DMRT3, PROX1, HOXA11, SIX3, MNX1, OTP, HOXD1, OLIG1, FOXA1, OLIG2, NKX2-3, HOXD9, VAX1, PPRC1, ZNF883, LHX4, HOXC8, FOXD2, NKX2-5, CDKN2A, HOXD12, BARHL1, SOX17, TBX3, VGLL2, RNF220, PITX2, GATA6, NR2F2, LHX8, LIN28B, FEZF2, SATB2, HMX3, HLX, PHOX2B, ISL1, ONECUT1, PRKCH, CDX2, HOXC10, INO80B, FOXD1
GO:0010468	regulation of gene expression	1.38926522368167e-22	6.67274362959495e-26	220	482	4757	19817	0.00%	0.00	OTP, MNX1, HOXD1, OLIG2, OLIG1, FOXA1, HOXD9, NKX2-3, ZNF883, VAX1, PPRC1, EBF2, HOXA7, HIST1H1B, FOXA2, HOXD10, BSX, C14orf39, NOLC1, PAX7, HOXA11, PROX1, DMRT3, SIX3, GATA6, LHX8, NR2F2, LIN28B, FEZF2, PHOX2B, HLX, ISL1, SATB2, HMX3, HOXC10, CDX2, PRKCH, ONECUT1, FOXD1, INO80B, HOXC8, LHX4, CDKN2A, NKX2-5, HOXD12, BARHL1, FOXD2, TBX3, SOX17, RNF220, VGLL2, PITX2, NR4A2, HOXA3, PAX8, SP8, VAX2, NR5A2, DLX2, NBDY, OTX2, FOXE1, EBF1, FLI1, HOXC12, SIM1, NR2E1, HOXB6, LMX1B, HOXC9, PAX6, SKOR1, LHX2, NKX2-6, HOXB8, HOXA13, DBX1, FOXF1, MCIDAS, IRX3, HOXB7, FOXL2, ZFHX4, IGF2BP1, TBX5, TBX18, ZIC5, TAL1, SOX2, ZDBF2, MEIS2, FOXB1, NKX2-4, SOX1, NFIB, SIX6, PAX2, ZIC4, PAX3, HOXA9, DMRT2, HOXA1, HOXA5, ARX, PDX1, SOX21, MSX2, FOXD3, BTNL9, GATA3, ZIC1, SOX3, HOXD13, TCF21, HEY2, LMX1A, HOXC11, HOXB1, DLX6, HOXC5, HOXD8, SOX14, OLIG3, FOXC2, PAX9, POU4F1, ALX1, LHX5, DMBX1, FOXL1, SIX2, HOXD11, UNCX, FOXB2, SHOX2, DMRT1, TBX20, GATA4, TBX15, TGIF1, NKX6-1, GSX2, PTF1A, FERD3L, EVX2, HAND1, HOXB9, PITX1, HOXA10, CCNC, PRDM1, RAX, CBX8, GBX2, ADCYAP1, CUEDC2, ZIC2, SIX1, TWIST1, DMRTA2, NEUROG2, TFAP2B, HOXB5, TBR1, SKOR2, HAND2, RUNX3, HOXC4, CBX2, HOXC13, EMX2, ZNF503, PAX5, IRX5, POU4F3, OSR2, TLX3, HOXA6, GSC, MECOM, FEZF1, LHX6, SIM2, HOXD3, ZFHX3, EOMES, MEIS1, DLX5, HOXA2, HOXB4, IGF2BP3, TBX2, BARHL2, LHX9, POU4F2, GFI1, MSX1, WT1, SALL1, EN2, TFAP2D, HOXB2, HOXD4, PRDM6, STK3, EN1, EBF3, HOXB3, SP9, BARX1, ALX4, ZIC3, ONECUT2, HOXA4, ISL2, LBX1, LEF1, DLX1, BHLHE22, GATA2
GO:0048663	neuron fate commitment	1.80274032098823e-22	8.65869510561111e-26	26	482	63	19817	0.00%	0.00	GATA2, DLX1, ISL2, LBX1, DMRT3, DBX1, TBR1, HOXD10, DMRTA2, PAX6, POU4F1, SIX1, OLIG3, TLX3, FOXA1, OLIG1, HOXC10, OLIG2, SATB2, ISL1, SOX1, FEZF2, DLX2, MNX1, PTF1A, GSX2
