	chrom1	start1	end1	chrom2	start2	end2	region1	region2	contact_pair	dist_from_diag	pixel_size	gene1	gene2
108	chr3	137760000	137770000	chr3	158090000	158100000	('chr3', 137760000, 137770000)	('chr3', 158090000, 158100000)	(('chr3', 137760000, 137770000), ('chr3', 158090000, 158100000))	20330000.0	100000000	SOX14	SHOX2,RSRC1
109	chr3	137760000	137770000	chr3	169650000	169660000	('chr3', 137760000, 137770000)	('chr3', 169650000, 169660000)	(('chr3', 137760000, 137770000), ('chr3', 169650000, 169660000))	31890000.0	100000000	SOX14	MECOM
110	chr3	138930000	138940000	chr3	147390000	147400000	('chr3', 138930000, 138940000)	('chr3', 147390000, 147400000)	(('chr3', 138930000, 138940000), ('chr3', 147390000, 147400000))	8460000.0	100000000	FOXL2,FOXL2NB	ZIC1,ZIC4,ZIC4-AS1
111	chr3	138930000	138940000	chr3	158090000	158100000	('chr3', 138930000, 138940000)	('chr3', 158090000, 158100000)	(('chr3', 138930000, 138940000), ('chr3', 158090000, 158100000))	19160000.0	100000000	FOXL2,FOXL2NB	SHOX2,RSRC1
112	chr3	138930000	138940000	chr3	169650000	169660000	('chr3', 138930000, 138940000)	('chr3', 169650000, 169660000)	(('chr3', 138930000, 138940000), ('chr3', 169650000, 169660000))	30720000.0	100000000	FOXL2,FOXL2NB	MECOM
113	chr3	147390000	147400000	chr3	158090000	158100000	('chr3', 147390000, 147400000)	('chr3', 158090000, 158100000)	(('chr3', 147390000, 147400000), ('chr3', 158090000, 158100000))	10700000.0	100000000	ZIC1,ZIC4,ZIC4-AS1	SHOX2,RSRC1
114	chr3	147390000	147400000	chr3	169130000	169140000	('chr3', 147390000, 147400000)	('chr3', 169130000, 169140000)	(('chr3', 147390000, 147400000), ('chr3', 169130000, 169140000))	21740000.0	100000000	ZIC1,ZIC4,ZIC4-AS1	MECOM
115	chr3	147390000	147400000	chr3	169650000	169660000	('chr3', 147390000, 147400000)	('chr3', 169650000, 169660000)	(('chr3', 147390000, 147400000), ('chr3', 169650000, 169660000))	22260000.0	100000000	ZIC1,ZIC4,ZIC4-AS1	MECOM
116	chr3	147390000	147400000	chr3	181710000	181720000	('chr3', 147390000, 147400000)	('chr3', 181710000, 181720000)	(('chr3', 147390000, 147400000), ('chr3', 181710000, 181720000))	34320000.0	100000000	ZIC1,ZIC4,ZIC4-AS1	SOX2,RF01954,SOX2-OT
117	chr3	158090000	158100000	chr3	169130000	169140000	('chr3', 158090000, 158100000)	('chr3', 169130000, 169140000)	(('chr3', 158090000, 158100000), ('chr3', 169130000, 169140000))	11040000.0	100000000	SHOX2,RSRC1	MECOM
118	chr3	158090000	158100000	chr3	169650000	169660000	('chr3', 158090000, 158100000)	('chr3', 169650000, 169660000)	(('chr3', 158090000, 158100000), ('chr3', 169650000, 169660000))	11560000.0	100000000	SHOX2,RSRC1	MECOM
119	chr3	158090000	158100000	chr3	181710000	181720000	('chr3', 158090000, 158100000)	('chr3', 181710000, 181720000)	(('chr3', 158090000, 158100000), ('chr3', 181710000, 181720000))	23620000.0	100000000	SHOX2,RSRC1	SOX2,RF01954,SOX2-OT
120	chr3	169130000	169140000	chr3	169650000	169660000	('chr3', 169130000, 169140000)	('chr3', 169650000, 169660000)	(('chr3', 169130000, 169140000), ('chr3', 169650000, 169660000))	520000.0	100000000	MECOM	MECOM
121	chr3	169130000	169140000	chr3	181710000	181720000	('chr3', 169130000, 169140000)	('chr3', 181710000, 181720000)	(('chr3', 169130000, 169140000), ('chr3', 181710000, 181720000))	12580000.0	100000000	MECOM	SOX2,RF01954,SOX2-OT
122	chr3	169650000	169660000	chr3	181710000	181720000	('chr3', 169650000, 169660000)	('chr3', 181710000, 181720000)	(('chr3', 169650000, 169660000), ('chr3', 181710000, 181720000))	12060000.0	100000000	MECOM	SOX2,RF01954,SOX2-OT
123	chr4	4840000	4850000	chr4	13530000	13540000	('chr4', 4840000, 4850000)	('chr4', 13530000, 13540000)	(('chr4', 4840000, 4850000), ('chr4', 13530000, 13540000))	8690000.0	100000000	MSX1,LINC01396	LINC01097,LINC01096
124	chr4	4840000	4850000	chr4	41740000	41750000	('chr4', 4840000, 4850000)	('chr4', 41740000, 41750000)	(('chr4', 4840000, 4850000), ('chr4', 41740000, 41750000))	36900000.0	100000000	MSX1,LINC01396	PHOX2B,AC105389.1
125	chr4	4840000	4850000	chr4	41870000	41880000	('chr4', 4840000, 4850000)	('chr4', 41870000, 41880000)	(('chr4', 4840000, 4850000), ('chr4', 41870000, 41880000))	37030000.0	100000000	MSX1,LINC01396	LINC00682,AC108210.1
126	chr4	4840000	4850000	chr4	54080000	54090000	('chr4', 4840000, 4850000)	('chr4', 54080000, 54090000)	(('chr4', 4840000, 4850000), ('chr4', 54080000, 54090000))	49240000.0	100000000	MSX1,LINC01396	GSX2,MORF4L2P1,AC058822.1
127	chr4	4840000	4850000	chr4	84480000	84500000	('chr4', 4840000, 4850000)	('chr4', 84480000, 84500000)	(('chr4', 4840000, 4850000), ('chr4', 84480000, 84500000))	79645000.0	200000000	MSX1,LINC01396	NKX6-1
128	chr4	4840000	4850000	chr4	110620000	110630000	('chr4', 4840000, 4850000)	('chr4', 110620000, 110630000)	(('chr4', 4840000, 4850000), ('chr4', 110620000, 110630000))	105780000.0	100000000	MSX1,LINC01396	PITX2,PANCR
129	chr4	4840000	4850000	chr4	112500000	112510000	('chr4', 4840000, 4850000)	('chr4', 112500000, 112510000)	(('chr4', 4840000, 4850000), ('chr4', 112500000, 112510000))	107660000.0	100000000	MSX1,LINC01396	NEUROG2,AC023886.1
130	chr4	4840000	4850000	chr4	146630000	146640000	('chr4', 4840000, 4850000)	('chr4', 146630000, 146640000)	(('chr4', 4840000, 4850000), ('chr4', 146630000, 146640000))	141790000.0	100000000	MSX1,LINC01396	POU4F2
131	chr4	4840000	4850000	chr4	173520000	173530000	('chr4', 4840000, 4850000)	('chr4', 173520000, 173530000)	(('chr4', 4840000, 4850000), ('chr4', 173520000, 173530000))	168680000.0	100000000	MSX1,LINC01396	HAND2,HAND2-AS1
132	chr4	4840000	4850000	chr4	174200000	174210000	('chr4', 4840000, 4850000)	('chr4', 174200000, 174210000)	(('chr4', 4840000, 4850000), ('chr4', 174200000, 174210000))	169360000.0	100000000	MSX1,LINC01396	LINC02268
133	chr4	4840000	4850000	chr7	1230000	1240000	('chr4', 4840000, 4850000)	('chr7', 1230000, 1240000)	(('chr4', 4840000, 4850000), ('chr7', 1230000, 1240000))	3610000.0	100000000	MSX1,LINC01396	UNCX
134	chr4	4840000	4850000	chr10	123130000	123140000	('chr4', 4840000, 4850000)	('chr10', 123130000, 123140000)	(('chr4', 4840000, 4850000), ('chr10', 123130000, 123140000))	118290000.0	100000000	MSX1,LINC01396	HMX3
135	chr4	4840000	4850000	chr12	53900000	54070000	('chr4', 4840000, 4850000)	('chr12', 53900000, 54070000)	(('chr4', 4840000, 4850000), ('chr12', 53900000, 54070000))	49140000.0	1700000000	MSX1,LINC01396	HOXC4,HOXC5,HOXC8,HOXC9,HOXC10,HOXC11,HOXC12,HOXC13,AC012531.1,HOXC-AS1,HOXC-AS2,MIR196A2,HOXC-AS3,HOTAIR,AC012531.4,RF01906,RF01905,HOXC13-AS
136	chr4	4840000	4850000	chr12	114390000	114400000	('chr4', 4840000, 4850000)	('chr12', 114390000, 114400000)	(('chr4', 4840000, 4850000), ('chr12', 114390000, 114400000))	109550000.0	100000000	MSX1,LINC01396	TBX5,TBX5-AS1
137	chr4	4840000	4850000	chr16	86500000	86510000	('chr4', 4840000, 4850000)	('chr16', 86500000, 86510000)	(('chr4', 4840000, 4850000), ('chr16', 86500000, 86510000))	81660000.0	100000000	MSX1,LINC01396	FENDRR,FOXF1
138	chr4	13530000	13540000	chr4	41740000	41750000	('chr4', 13530000, 13540000)	('chr4', 41740000, 41750000)	(('chr4', 13530000, 13540000), ('chr4', 41740000, 41750000))	28210000.0	100000000	LINC01097,LINC01096	PHOX2B,AC105389.1
139	chr4	13530000	13540000	chr4	41870000	41880000	('chr4', 13530000, 13540000)	('chr4', 41870000, 41880000)	(('chr4', 13530000, 13540000), ('chr4', 41870000, 41880000))	28340000.0	100000000	LINC01097,LINC01096	LINC00682,AC108210.1
140	chr4	13530000	13540000	chr4	54080000	54090000	('chr4', 13530000, 13540000)	('chr4', 54080000, 54090000)	(('chr4', 13530000, 13540000), ('chr4', 54080000, 54090000))	40550000.0	100000000	LINC01097,LINC01096	GSX2,MORF4L2P1,AC058822.1
141	chr4	13530000	13540000	chr4	84480000	84500000	('chr4', 13530000, 13540000)	('chr4', 84480000, 84500000)	(('chr4', 13530000, 13540000), ('chr4', 84480000, 84500000))	70955000.0	200000000	LINC01097,LINC01096	NKX6-1
142	chr4	13530000	13540000	chr4	110620000	110630000	('chr4', 13530000, 13540000)	('chr4', 110620000, 110630000)	(('chr4', 13530000, 13540000), ('chr4', 110620000, 110630000))	97090000.0	100000000	LINC01097,LINC01096	PITX2,PANCR
143	chr4	13530000	13540000	chr4	146630000	146640000	('chr4', 13530000, 13540000)	('chr4', 146630000, 146640000)	(('chr4', 13530000, 13540000), ('chr4', 146630000, 146640000))	133100000.0	100000000	LINC01097,LINC01096	POU4F2
144	chr4	13530000	13540000	chr4	173520000	173530000	('chr4', 13530000, 13540000)	('chr4', 173520000, 173530000)	(('chr4', 13530000, 13540000), ('chr4', 173520000, 173530000))	159990000.0	100000000	LINC01097,LINC01096	HAND2,HAND2-AS1
145	chr4	41740000	41750000	chr4	41870000	41880000	('chr4', 41740000, 41750000)	('chr4', 41870000, 41880000)	(('chr4', 41740000, 41750000), ('chr4', 41870000, 41880000))	130000.0	100000000	PHOX2B,AC105389.1	LINC00682,AC108210.1
146	chr4	41740000	41750000	chr4	54080000	54090000	('chr4', 41740000, 41750000)	('chr4', 54080000, 54090000)	(('chr4', 41740000, 41750000), ('chr4', 54080000, 54090000))	12340000.0	100000000	PHOX2B,AC105389.1	GSX2,MORF4L2P1,AC058822.1
147	chr4	41740000	41750000	chr4	84480000	84500000	('chr4', 41740000, 41750000)	('chr4', 84480000, 84500000)	(('chr4', 41740000, 41750000), ('chr4', 84480000, 84500000))	42745000.0	200000000	PHOX2B,AC105389.1	NKX6-1
148	chr4	41740000	41750000	chr4	108160000	108170000	('chr4', 41740000, 41750000)	('chr4', 108160000, 108170000)	(('chr4', 41740000, 41750000), ('chr4', 108160000, 108170000))	66420000.0	100000000	PHOX2B,AC105389.1	LEF1,LEF1-AS1
149	chr4	41740000	41750000	chr4	110620000	110630000	('chr4', 41740000, 41750000)	('chr4', 110620000, 110630000)	(('chr4', 41740000, 41750000), ('chr4', 110620000, 110630000))	68880000.0	100000000	PHOX2B,AC105389.1	PITX2,PANCR
150	chr4	41740000	41750000	chr4	146630000	146640000	('chr4', 41740000, 41750000)	('chr4', 146630000, 146640000)	(('chr4', 41740000, 41750000), ('chr4', 146630000, 146640000))	104890000.0	100000000	PHOX2B,AC105389.1	POU4F2
151	chr4	41740000	41750000	chr4	173520000	173530000	('chr4', 41740000, 41750000)	('chr4', 173520000, 173530000)	(('chr4', 41740000, 41750000), ('chr4', 173520000, 173530000))	131780000.0	100000000	PHOX2B,AC105389.1	HAND2,HAND2-AS1
152	chr4	41740000	41750000	chr4	174200000	174210000	('chr4', 41740000, 41750000)	('chr4', 174200000, 174210000)	(('chr4', 41740000, 41750000), ('chr4', 174200000, 174210000))	132460000.0	100000000	PHOX2B,AC105389.1	LINC02268
153	chr4	41870000	41880000	chr4	54080000	54090000	('chr4', 41870000, 41880000)	('chr4', 54080000, 54090000)	(('chr4', 41870000, 41880000), ('chr4', 54080000, 54090000))	12210000.0	100000000	LINC00682,AC108210.1	GSX2,MORF4L2P1,AC058822.1
154	chr4	41870000	41880000	chr4	84480000	84500000	('chr4', 41870000, 41880000)	('chr4', 84480000, 84500000)	(('chr4', 41870000, 41880000), ('chr4', 84480000, 84500000))	42615000.0	200000000	LINC00682,AC108210.1	NKX6-1
155	chr4	41870000	41880000	chr4	108160000	108170000	('chr4', 41870000, 41880000)	('chr4', 108160000, 108170000)	(('chr4', 41870000, 41880000), ('chr4', 108160000, 108170000))	66290000.0	100000000	LINC00682,AC108210.1	LEF1,LEF1-AS1
156	chr4	41870000	41880000	chr4	110620000	110630000	('chr4', 41870000, 41880000)	('chr4', 110620000, 110630000)	(('chr4', 41870000, 41880000), ('chr4', 110620000, 110630000))	68750000.0	100000000	LINC00682,AC108210.1	PITX2,PANCR
157	chr4	41870000	41880000	chr4	111620000	111630000	('chr4', 41870000, 41880000)	('chr4', 111620000, 111630000)	(('chr4', 41870000, 41880000), ('chr4', 111620000, 111630000))	69750000.0	100000000	LINC00682,AC108210.1	AC083795.2
158	chr4	41870000	41880000	chr4	112500000	112510000	('chr4', 41870000, 41880000)	('chr4', 112500000, 112510000)	(('chr4', 41870000, 41880000), ('chr4', 112500000, 112510000))	70630000.0	100000000	LINC00682,AC108210.1	NEUROG2,AC023886.1
159	chr4	41870000	41880000	chr4	146630000	146640000	('chr4', 41870000, 41880000)	('chr4', 146630000, 146640000)	(('chr4', 41870000, 41880000), ('chr4', 146630000, 146640000))	104760000.0	100000000	LINC00682,AC108210.1	POU4F2
160	chr4	41870000	41880000	chr4	173520000	173530000	('chr4', 41870000, 41880000)	('chr4', 173520000, 173530000)	(('chr4', 41870000, 41880000), ('chr4', 173520000, 173530000))	131650000.0	100000000	LINC00682,AC108210.1	HAND2,HAND2-AS1
161	chr4	41870000	41880000	chr4	174200000	174210000	('chr4', 41870000, 41880000)	('chr4', 174200000, 174210000)	(('chr4', 41870000, 41880000), ('chr4', 174200000, 174210000))	132330000.0	100000000	LINC00682,AC108210.1	LINC02268
162	chr4	54080000	54090000	chr4	84480000	84500000	('chr4', 54080000, 54090000)	('chr4', 84480000, 84500000)	(('chr4', 54080000, 54090000), ('chr4', 84480000, 84500000))	30405000.0	200000000	GSX2,MORF4L2P1,AC058822.1	NKX6-1
163	chr4	54080000	54090000	chr4	146630000	146640000	('chr4', 54080000, 54090000)	('chr4', 146630000, 146640000)	(('chr4', 54080000, 54090000), ('chr4', 146630000, 146640000))	92550000.0	100000000	GSX2,MORF4L2P1,AC058822.1	POU4F2
164	chr4	84480000	84500000	chr4	108160000	108170000	('chr4', 84480000, 84500000)	('chr4', 108160000, 108170000)	(('chr4', 84480000, 84500000), ('chr4', 108160000, 108170000))	23675000.0	200000000	NKX6-1	LEF1,LEF1-AS1
165	chr4	84480000	84500000	chr4	110620000	110630000	('chr4', 84480000, 84500000)	('chr4', 110620000, 110630000)	(('chr4', 84480000, 84500000), ('chr4', 110620000, 110630000))	26135000.0	200000000	NKX6-1	PITX2,PANCR
166	chr4	84480000	84500000	chr4	111620000	111630000	('chr4', 84480000, 84500000)	('chr4', 111620000, 111630000)	(('chr4', 84480000, 84500000), ('chr4', 111620000, 111630000))	27135000.0	200000000	NKX6-1	AC083795.2
167	chr4	84480000	84500000	chr4	112500000	112510000	('chr4', 84480000, 84500000)	('chr4', 112500000, 112510000)	(('chr4', 84480000, 84500000), ('chr4', 112500000, 112510000))	28015000.0	200000000	NKX6-1	NEUROG2,AC023886.1
168	chr4	84480000	84500000	chr4	146630000	146640000	('chr4', 84480000, 84500000)	('chr4', 146630000, 146640000)	(('chr4', 84480000, 84500000), ('chr4', 146630000, 146640000))	62145000.0	200000000	NKX6-1	POU4F2
169	chr4	84480000	84500000	chr4	173520000	173530000	('chr4', 84480000, 84500000)	('chr4', 173520000, 173530000)	(('chr4', 84480000, 84500000), ('chr4', 173520000, 173530000))	89035000.0	200000000	NKX6-1	HAND2,HAND2-AS1
170	chr4	84480000	84500000	chr4	174200000	174210000	('chr4', 84480000, 84500000)	('chr4', 174200000, 174210000)	(('chr4', 84480000, 84500000), ('chr4', 174200000, 174210000))	89715000.0	200000000	NKX6-1	LINC02268
171	chr4	108160000	108170000	chr4	110620000	110630000	('chr4', 108160000, 108170000)	('chr4', 110620000, 110630000)	(('chr4', 108160000, 108170000), ('chr4', 110620000, 110630000))	2460000.0	100000000	LEF1,LEF1-AS1	PITX2,PANCR
172	chr4	108160000	108170000	chr4	111620000	111630000	('chr4', 108160000, 108170000)	('chr4', 111620000, 111630000)	(('chr4', 108160000, 108170000), ('chr4', 111620000, 111630000))	3460000.0	100000000	LEF1,LEF1-AS1	AC083795.2
173	chr4	108160000	108170000	chr4	112500000	112510000	('chr4', 108160000, 108170000)	('chr4', 112500000, 112510000)	(('chr4', 108160000, 108170000), ('chr4', 112500000, 112510000))	4340000.0	100000000	LEF1,LEF1-AS1	NEUROG2,AC023886.1
174	chr4	108160000	108170000	chr4	146630000	146640000	('chr4', 108160000, 108170000)	('chr4', 146630000, 146640000)	(('chr4', 108160000, 108170000), ('chr4', 146630000, 146640000))	38470000.0	100000000	LEF1,LEF1-AS1	POU4F2
175	chr4	108160000	108170000	chr4	173520000	173530000	('chr4', 108160000, 108170000)	('chr4', 173520000, 173530000)	(('chr4', 108160000, 108170000), ('chr4', 173520000, 173530000))	65360000.0	100000000	LEF1,LEF1-AS1	HAND2,HAND2-AS1
176	chr4	110620000	110630000	chr4	111620000	111630000	('chr4', 110620000, 110630000)	('chr4', 111620000, 111630000)	(('chr4', 110620000, 110630000), ('chr4', 111620000, 111630000))	1000000.0	100000000	PITX2,PANCR	AC083795.2
177	chr4	110620000	110630000	chr4	112500000	112510000	('chr4', 110620000, 110630000)	('chr4', 112500000, 112510000)	(('chr4', 110620000, 110630000), ('chr4', 112500000, 112510000))	1880000.0	100000000	PITX2,PANCR	NEUROG2,AC023886.1
178	chr4	110620000	110630000	chr4	146630000	146640000	('chr4', 110620000, 110630000)	('chr4', 146630000, 146640000)	(('chr4', 110620000, 110630000), ('chr4', 146630000, 146640000))	36010000.0	100000000	PITX2,PANCR	POU4F2
179	chr4	110620000	110630000	chr4	173520000	173530000	('chr4', 110620000, 110630000)	('chr4', 173520000, 173530000)	(('chr4', 110620000, 110630000), ('chr4', 173520000, 173530000))	62900000.0	100000000	PITX2,PANCR	HAND2,HAND2-AS1
180	chr4	110620000	110630000	chr4	174200000	174210000	('chr4', 110620000, 110630000)	('chr4', 174200000, 174210000)	(('chr4', 110620000, 110630000), ('chr4', 174200000, 174210000))	63580000.0	100000000	PITX2,PANCR	LINC02268
181	chr4	111620000	111630000	chr4	112500000	112510000	('chr4', 111620000, 111630000)	('chr4', 112500000, 112510000)	(('chr4', 111620000, 111630000), ('chr4', 112500000, 112510000))	880000.0	100000000	AC083795.2	NEUROG2,AC023886.1
182	chr4	111620000	111630000	chr4	146630000	146640000	('chr4', 111620000, 111630000)	('chr4', 146630000, 146640000)	(('chr4', 111620000, 111630000), ('chr4', 146630000, 146640000))	35010000.0	100000000	AC083795.2	POU4F2
183	chr4	111620000	111630000	chr4	173520000	173530000	('chr4', 111620000, 111630000)	('chr4', 173520000, 173530000)	(('chr4', 111620000, 111630000), ('chr4', 173520000, 173530000))	61900000.0	100000000	AC083795.2	HAND2,HAND2-AS1
184	chr4	111620000	111630000	chr4	174200000	174210000	('chr4', 111620000, 111630000)	('chr4', 174200000, 174210000)	(('chr4', 111620000, 111630000), ('chr4', 174200000, 174210000))	62580000.0	100000000	AC083795.2	LINC02268
185	chr4	112500000	112510000	chr4	146630000	146640000	('chr4', 112500000, 112510000)	('chr4', 146630000, 146640000)	(('chr4', 112500000, 112510000), ('chr4', 146630000, 146640000))	34130000.0	100000000	NEUROG2,AC023886.1	POU4F2
186	chr4	112500000	112510000	chr4	173520000	173530000	('chr4', 112500000, 112510000)	('chr4', 173520000, 173530000)	(('chr4', 112500000, 112510000), ('chr4', 173520000, 173530000))	61020000.0	100000000	NEUROG2,AC023886.1	HAND2,HAND2-AS1
187	chr4	112500000	112510000	chr4	174200000	174210000	('chr4', 112500000, 112510000)	('chr4', 174200000, 174210000)	(('chr4', 112500000, 112510000), ('chr4', 174200000, 174210000))	61700000.0	100000000	NEUROG2,AC023886.1	LINC02268
188	chr4	146630000	146640000	chr4	173520000	173530000	('chr4', 146630000, 146640000)	('chr4', 173520000, 173530000)	(('chr4', 146630000, 146640000), ('chr4', 173520000, 173530000))	26890000.0	100000000	POU4F2	HAND2,HAND2-AS1
189	chr4	146630000	146640000	chr4	174200000	174210000	('chr4', 146630000, 146640000)	('chr4', 174200000, 174210000)	(('chr4', 146630000, 146640000), ('chr4', 174200000, 174210000))	27570000.0	100000000	POU4F2	LINC02268
190	chr4	173520000	173530000	chr4	174200000	174210000	('chr4', 173520000, 173530000)	('chr4', 174200000, 174210000)	(('chr4', 173520000, 173530000), ('chr4', 174200000, 174210000))	680000.0	100000000	HAND2,HAND2-AS1	LINC02268
191	chr5	42980000	43040000	chr5	50960000	50970000	('chr5', 42980000, 43040000)	('chr5', 50960000, 50970000)	(('chr5', 42980000, 43040000), ('chr5', 50960000, 50970000))	7955000.0	600000000	ANXA2R,AC025171.5,AC025171.2,AC008875.1,AC025171.1,AC025171.3	LINC02106,AC008808.2,AC008808.1
192	chr5	42980000	43040000	chr5	51380000	51390000	('chr5', 42980000, 43040000)	('chr5', 51380000, 51390000)	(('chr5', 42980000, 43040000), ('chr5', 51380000, 51390000))	8375000.0	600000000	ANXA2R,AC025171.5,AC025171.2,AC008875.1,AC025171.1,AC025171.3	ISL1,AC010478.1
193	chr5	42980000	43040000	chr5	55160000	55170000	('chr5', 42980000, 43040000)	('chr5', 55160000, 55170000)	(('chr5', 42980000, 43040000), ('chr5', 55160000, 55170000))	12155000.0	600000000	ANXA2R,AC025171.5,AC025171.2,AC008875.1,AC025171.1,AC025171.3	GPX8,CDC20B,MIR449A
194	chr5	42980000	43040000	chr5	55220000	55230000	('chr5', 42980000, 43040000)	('chr5', 55220000, 55230000)	(('chr5', 42980000, 43040000), ('chr5', 55220000, 55230000))	12215000.0	600000000	ANXA2R,AC025171.5,AC025171.2,AC008875.1,AC025171.1,AC025171.3	MCIDAS,CCNO,AC026704.1
195	chr5	42980000	43040000	chr5	73440000	73450000	('chr5', 42980000, 43040000)	('chr5', 73440000, 73450000)	(('chr5', 42980000, 43040000), ('chr5', 73440000, 73450000))	30435000.0	600000000	ANXA2R,AC025171.5,AC025171.2,AC008875.1,AC025171.1,AC025171.3	FOXD1,FOXD1-AS1,LINC01385
196	chr5	42980000	43040000	chr5	77630000	77640000	('chr5', 42980000, 43040000)	('chr5', 77630000, 77640000)	(('chr5', 42980000, 43040000), ('chr5', 77630000, 77640000))	34625000.0	600000000	ANXA2R,AC025171.5,AC025171.2,AC008875.1,AC025171.1,AC025171.3	OTP,WDR41
197	chr5	42980000	43040000	chr5	77960000	77970000	('chr5', 42980000, 43040000)	('chr5', 77960000, 77970000)	(('chr5', 42980000, 43040000), ('chr5', 77960000, 77970000))	34955000.0	600000000	ANXA2R,AC025171.5,AC025171.2,AC008875.1,AC025171.1,AC025171.3	AC108482.1
198	chr5	42980000	43040000	chr5	123080000	123090000	('chr5', 42980000, 43040000)	('chr5', 123080000, 123090000)	(('chr5', 42980000, 43040000), ('chr5', 123080000, 123090000))	80075000.0	600000000	ANXA2R,AC025171.5,AC025171.2,AC008875.1,AC025171.1,AC025171.3	PRDM6,AC106786.1
199	chr5	42980000	43040000	chr5	135020000	135030000	('chr5', 42980000, 43040000)	('chr5', 135020000, 135030000)	(('chr5', 42980000, 43040000), ('chr5', 135020000, 135030000))	92015000.0	600000000	ANXA2R,AC025171.5,AC025171.2,AC008875.1,AC025171.1,AC025171.3	PITX1,C5orf66,AC008406.3
200	chr5	42980000	43040000	chr5	146320000	146330000	('chr5', 42980000, 43040000)	('chr5', 146320000, 146330000)	(('chr5', 42980000, 43040000), ('chr5', 146320000, 146330000))	103315000.0	600000000	ANXA2R,AC025171.5,AC025171.2,AC008875.1,AC025171.1,AC025171.3	POU4F3,AC091959.3,AC011396.2
201	chr5	42980000	43040000	chr5	154460000	154470000	('chr5', 42980000, 43040000)	('chr5', 154460000, 154470000)	(('chr5', 42980000, 43040000), ('chr5', 154460000, 154470000))	111455000.0	600000000	ANXA2R,AC025171.5,AC025171.2,AC008875.1,AC025171.1,AC025171.3	HAND1,AC026688.2
202	chr5	42980000	43040000	chr5	171310000	171320000	('chr5', 42980000, 43040000)	('chr5', 171310000, 171320000)	(('chr5', 42980000, 43040000), ('chr5', 171310000, 171320000))	128305000.0	600000000	ANXA2R,AC025171.5,AC025171.2,AC008875.1,AC025171.1,AC025171.3	TLX3,AC091980.2
203	chr5	42980000	43040000	chr5	173230000	173240000	('chr5', 42980000, 43040000)	('chr5', 173230000, 173240000)	(('chr5', 42980000, 43040000), ('chr5', 173230000, 173240000))	130225000.0	600000000	ANXA2R,AC025171.5,AC025171.2,AC008875.1,AC025171.1,AC025171.3	NKX2-5
204	chr5	42980000	43040000	chr5	181040000	181050000	('chr5', 42980000, 43040000)	('chr5', 181040000, 181050000)	(('chr5', 42980000, 43040000), ('chr5', 181040000, 181050000))	138035000.0	600000000	ANXA2R,AC025171.5,AC025171.2,AC008875.1,AC025171.1,AC025171.3	BTNL9,MIR8089
205	chr5	50960000	50970000	chr5	51380000	51390000	('chr5', 50960000, 50970000)	('chr5', 51380000, 51390000)	(('chr5', 50960000, 50970000), ('chr5', 51380000, 51390000))	420000.0	100000000	LINC02106,AC008808.2,AC008808.1	ISL1,AC010478.1
206	chr5	50960000	50970000	chr5	55160000	55170000	('chr5', 50960000, 50970000)	('chr5', 55160000, 55170000)	(('chr5', 50960000, 50970000), ('chr5', 55160000, 55170000))	4200000.0	100000000	LINC02106,AC008808.2,AC008808.1	GPX8,CDC20B,MIR449A
207	chr5	50960000	50970000	chr5	55220000	55230000	('chr5', 50960000, 50970000)	('chr5', 55220000, 55230000)	(('chr5', 50960000, 50970000), ('chr5', 55220000, 55230000))	4260000.0	100000000	LINC02106,AC008808.2,AC008808.1	MCIDAS,CCNO,AC026704.1
208	chr5	50960000	50970000	chr5	73440000	73450000	('chr5', 50960000, 50970000)	('chr5', 73440000, 73450000)	(('chr5', 50960000, 50970000), ('chr5', 73440000, 73450000))	22480000.0	100000000	LINC02106,AC008808.2,AC008808.1	FOXD1,FOXD1-AS1,LINC01385
209	chr5	50960000	50970000	chr5	77630000	77640000	('chr5', 50960000, 50970000)	('chr5', 77630000, 77640000)	(('chr5', 50960000, 50970000), ('chr5', 77630000, 77640000))	26670000.0	100000000	LINC02106,AC008808.2,AC008808.1	OTP,WDR41
210	chr5	50960000	50970000	chr5	154460000	154470000	('chr5', 50960000, 50970000)	('chr5', 154460000, 154470000)	(('chr5', 50960000, 50970000), ('chr5', 154460000, 154470000))	103500000.0	100000000	LINC02106,AC008808.2,AC008808.1	HAND1,AC026688.2
211	chr5	51380000	51390000	chr5	55160000	55170000	('chr5', 51380000, 51390000)	('chr5', 55160000, 55170000)	(('chr5', 51380000, 51390000), ('chr5', 55160000, 55170000))	3780000.0	100000000	ISL1,AC010478.1	GPX8,CDC20B,MIR449A
212	chr5	51380000	51390000	chr5	55220000	55230000	('chr5', 51380000, 51390000)	('chr5', 55220000, 55230000)	(('chr5', 51380000, 51390000), ('chr5', 55220000, 55230000))	3840000.0	100000000	ISL1,AC010478.1	MCIDAS,CCNO,AC026704.1
213	chr5	51380000	51390000	chr5	73440000	73450000	('chr5', 51380000, 51390000)	('chr5', 73440000, 73450000)	(('chr5', 51380000, 51390000), ('chr5', 73440000, 73450000))	22060000.0	100000000	ISL1,AC010478.1	FOXD1,FOXD1-AS1,LINC01385
214	chr5	51380000	51390000	chr5	77630000	77640000	('chr5', 51380000, 51390000)	('chr5', 77630000, 77640000)	(('chr5', 51380000, 51390000), ('chr5', 77630000, 77640000))	26250000.0	100000000	ISL1,AC010478.1	OTP,WDR41
