source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0048729,tissue morphogenesis,2.2407615949820265e-32,True,"""The process in which the anatomical structures of a tissue are generated and organized."" [GOC:dph, GOC:jid]",613,457,76,21017,0.16630196936542668,0.12398042414355628,query_1,"['GO:0009653', 'GO:0009888']"
GO:BP,GO:0009410,response to xenobiotic stimulus,4.768499309819911e-32,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a xenobiotic, a compound foreign to the organism exposed to it. It may be synthesized by another organism (like ampicilin) or it can be a synthetic chemical."" [GOC:jl, GOC:krc]",436,457,65,21017,0.1422319474835886,0.14908256880733944,query_1,['GO:0042221']
GO:CC,GO:0000785,chromatin,5.297415384710784e-32,True,"""The ordered and organized complex of DNA, protein, and sometimes RNA, that forms the chromosome."" [GOC:elh, PMID:20404130]",1371,459,108,22115,0.23529411764705882,0.0787746170678337,query_1,"['GO:0005694', 'GO:0110165']"
GO:BP,GO:0060284,regulation of cell development,6.591057491501808e-32,True,"""Any process that modulates the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."" [GOC:dph, GOC:tb]",851,457,88,21017,0.1925601750547046,0.10340775558166862,query_1,"['GO:0045595', 'GO:0048468']"
GO:BP,GO:1901342,regulation of vasculature development,7.262766393956427e-32,True,"""Any process that modulates the frequency, rate or extent of vasculature development."" [GOC:TermGenie]",295,457,55,21017,0.12035010940919037,0.1864406779661017,query_1,"['GO:0001944', 'GO:2000026']"
GO:BP,GO:0010558,negative regulation of macromolecule biosynthetic process,8.390880511842844e-32,True,"""Any process that decreases the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",2772,457,163,21017,0.35667396061269147,0.0588023088023088,query_1,"['GO:0009059', 'GO:0009890', 'GO:0010556', 'GO:0010605']"
GO:BP,GO:0019220,regulation of phosphate metabolic process,1.4740277928077177e-31,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]",1071,457,98,21017,0.21444201312910285,0.0915032679738562,query_1,"['GO:0006796', 'GO:0051174']"
GO:BP,GO:0051174,regulation of phosphorus metabolic process,1.5935138176974904e-31,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:ai]",1072,457,98,21017,0.21444201312910285,0.0914179104477612,query_1,"['GO:0006793', 'GO:0019222']"
GO:BP,GO:0002521,leukocyte differentiation,1.8655482973400531e-31,True,"""The process in which a relatively unspecialized hemopoietic precursor cell acquires the specialized features of a leukocyte. A leukocyte is an achromatic cell of the myeloid or lymphoid lineages capable of ameboid movement, found in blood or other tissue."" [CL:0000738, GOC:add, PMID:16551264]",632,457,76,21017,0.16630196936542668,0.12025316455696203,query_1,"['GO:0030097', 'GO:0030154']"
GO:BP,GO:0045321,leukocyte activation,3.051071906816746e-31,True,"""A change in morphology and behavior of a leukocyte resulting from exposure to a specific antigen, mitogen, cytokine, cellular ligand, or soluble factor."" [GOC:add]",951,457,92,21017,0.2013129102844639,0.09674027339642481,query_1,"['GO:0001775', 'GO:0002376']"
GO:BP,GO:0070848,response to growth factor,3.8407072929520822e-31,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:BHF, GOC:mah]",713,457,80,21017,0.175054704595186,0.11220196353436185,query_1,['GO:0009719']
GO:BP,GO:0042325,regulation of phosphorylation,3.918570556516533e-31,True,"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into a molecule."" [GOC:jl]",954,457,92,21017,0.2013129102844639,0.09643605870020965,query_1,"['GO:0016310', 'GO:0019220']"
GO:BP,GO:0007399,nervous system development,4.55323847332562e-31,True,"""The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state."" [GOC:dgh]",2541,457,154,21017,0.33698030634573306,0.06060606060606061,query_1,['GO:0048731']
GO:BP,GO:0010605,negative regulation of macromolecule metabolic process,7.99897851911599e-31,True,"""Any process that decreases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",3197,457,175,21017,0.38293216630196936,0.05473881764153894,query_1,"['GO:0009892', 'GO:0043170', 'GO:0060255']"
GO:BP,GO:1903131,mononuclear cell differentiation,1.839164947649308e-30,True,"""The process in which a relatively unspecialized cell acquires the specialized features of a mononuclear cell."" [CL:0000842, GO_REF:0000086, GOC:TermGenie, PMID:24759906]",529,457,69,21017,0.15098468271334792,0.13043478260869565,query_1,['GO:0002521']
GO:BP,GO:0051128,regulation of cellular component organization,2.0467592104833823e-30,True,"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]",2398,457,148,21017,0.3238512035010941,0.061718098415346125,query_1,"['GO:0016043', 'GO:0050794']"
GO:BP,GO:0045765,regulation of angiogenesis,3.187877446934247e-30,True,"""Any process that modulates the frequency, rate or extent of angiogenesis."" [GOC:go_curators]",289,457,53,21017,0.11597374179431072,0.18339100346020762,query_1,"['GO:0001525', 'GO:0022603', 'GO:1901342']"
GO:BP,GO:0072001,renal system development,3.710047280362934e-30,True,"""The process whose specific outcome is the progression of the renal system over time, from its formation to the mature structure. The renal system maintains fluid balance and contributes to electrolyte balance, acid/base balance, and disposal of nitrogenous waste products. In humans, the renal system comprises a pair of kidneys, a pair of ureters, urinary bladder, urethra, sphincter muscle and associated blood vessels."" [GOC:mtg_kidney_jan10, GOC:yaf, PMID:6996269]",331,457,56,21017,0.12253829321663019,0.1691842900302115,query_1,['GO:0048731']
GO:BP,GO:0071363,cellular response to growth factor stimulus,5.14462990589795e-30,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:mah]",682,457,77,21017,0.16849015317286653,0.11290322580645161,query_1,"['GO:0070848', 'GO:0071495']"
GO:BP,GO:1902533,positive regulation of intracellular signal transduction,1.3089350162511234e-29,True,"""Any process that activates or increases the frequency, rate or extent of intracellular signal transduction."" [GOC:BHF, GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]",1108,457,97,21017,0.212253829321663,0.08754512635379061,query_1,"['GO:0009967', 'GO:0035556', 'GO:1902531']"
GO:BP,GO:0032101,regulation of response to external stimulus,2.3398484805654774e-29,True,"""Any process that modulates the frequency, rate or extent of a response to an external stimulus."" [GOC:mah]",1071,457,95,21017,0.20787746170678337,0.08870214752567694,query_1,"['GO:0009605', 'GO:0048583']"
GO:BP,GO:0097190,apoptotic signaling pathway,2.89609699927799e-29,True,"""The series of molecular signals which triggers the apoptotic death of a cell. The pathway starts with reception of a signal, and ends when the execution phase of apoptosis is triggered."" [GOC:mtg_apoptosis]",606,457,72,21017,0.1575492341356674,0.1188118811881188,query_1,"['GO:0006915', 'GO:0007165']"
GO:BP,GO:0001932,regulation of protein phosphorylation,3.046536603754531e-29,True,"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into an amino acid in a protein."" [GOC:hjd]",901,457,87,21017,0.19037199124726478,0.09655937846836848,query_1,"['GO:0006468', 'GO:0031399', 'GO:0042325']"
GO:CC,GO:0005576,extracellular region,3.2133688012339006e-29,True,"""The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite."" [GOC:go_curators]",4232,459,196,22115,0.42701525054466233,0.046313799621928164,query_1,['GO:0110165']
GO:BP,GO:0060485,mesenchyme development,3.3044325682454473e-29,True,"""The process whose specific outcome is the progression of a mesenchymal tissue over time, from its formation to the mature structure. A mesenchymal tissue is made up of loosely packed stellate cells."" [GOC:dph]",316,457,54,21017,0.11816192560175055,0.17088607594936708,query_1,"['GO:0009888', 'GO:0048513']"
GO:BP,GO:0042592,homeostatic process,3.983559600317511e-29,True,"""Any biological process involved in the maintenance of an internal steady state."" [GOC:jl, ISBN:0395825172]",1711,457,121,21017,0.2647702407002188,0.07071887784921099,query_1,['GO:0008150']
GO:BP,GO:0010648,negative regulation of cell communication,4.021375029245701e-29,True,"""Any process that decreases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]",1407,457,109,21017,0.23851203501094093,0.07746979388770434,query_1,"['GO:0007154', 'GO:0010646', 'GO:0048523']"
GO:BP,GO:0023057,negative regulation of signaling,4.021375029245701e-29,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]",1407,457,109,21017,0.23851203501094093,0.07746979388770434,query_1,"['GO:0023051', 'GO:0023052', 'GO:0048519']"
GO:CC,GO:0005615,extracellular space,4.7628935219481964e-29,True,"""That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid."" [ISBN:0198547684]",3303,459,169,22115,0.3681917211328976,0.05116560702391765,query_1,"['GO:0005576', 'GO:0110165']"
GO:BP,GO:1902531,regulation of intracellular signal transduction,6.941830753629088e-29,True,"""Any process that modulates the frequency, rate or extent of intracellular signal transduction."" [GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]",1935,457,129,21017,0.28227571115973743,0.06666666666666667,query_1,"['GO:0009966', 'GO:0035556']"
GO:BP,GO:0001822,kidney development,7.585940384278893e-29,True,"""The process whose specific outcome is the progression of the kidney over time, from its formation to the mature structure. The kidney is an organ that filters the blood and/or excretes the end products of body metabolism in the form of urine."" [GOC:dph, GOC:mtg_kidney_jan10, ISBN:0124020607, ISBN:0721662544]",321,457,54,21017,0.11816192560175055,0.16822429906542055,query_1,"['GO:0048513', 'GO:0072001']"
GO:BP,GO:2001233,regulation of apoptotic signaling pathway,7.952787707651567e-29,True,"""Any process that modulates the frequency, rate or extent of apoptotic signaling pathway."" [GOC:mtg_apoptosis]",380,457,58,21017,0.12691466083150985,0.15263157894736842,query_1,"['GO:0009966', 'GO:0042981', 'GO:0097190']"
GO:BP,GO:0009968,negative regulation of signal transduction,9.984017735661435e-29,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of signal transduction."" [GOC:sm]",1300,457,104,21017,0.2275711159737418,0.08,query_1,"['GO:0007165', 'GO:0009966', 'GO:0010648', 'GO:0023057', 'GO:0048585']"
GO:BP,GO:0040008,regulation of growth,1.420180146261899e-28,True,"""Any process that modulates the frequency, rate or extent of the growth of all or part of an organism so that it occurs at its proper speed, either globally or in a specific part of the organism's development."" [GOC:ems, GOC:mah]",621,457,72,21017,0.1575492341356674,0.11594202898550725,query_1,"['GO:0040007', 'GO:0050789']"
GO:BP,GO:0141124,intracellular signaling cassette,1.4664959435365909e-28,True,"""An intracellular signaling module that is part of larger signaling pathways that can be initiated either intracellularly or by cell surface receptors. Intracellular signaling cassettes are discrete signaling units that are often shared by multiple signaling pathways."" [GOC:ha, GOC:pg]",1895,457,127,21017,0.2778993435448578,0.06701846965699208,query_1,['GO:0035556']
GO:BP,GO:1902893,regulation of miRNA transcription,1.764884776962678e-28,True,"""Any process that modulates the frequency, rate or extent of microRNA (miRNA) gene transcription."" [GO_REF:0000058, GOC:dph, GOC:kmv, GOC:TermGenie, PMID:24699545]",76,457,31,21017,0.06783369803063458,0.40789473684210525,query_1,"['GO:0006355', 'GO:0061614', 'GO:2000628']"
GO:BP,GO:0022008,neurogenesis,2.748602863282275e-28,True,"""Generation of cells within the nervous system."" [GO_REF:0000021, GOC:cls, GOC:curators, GOC:dgh, GOC:dph, GOC:jid]",1746,457,121,21017,0.2647702407002188,0.06930126002290951,query_1,"['GO:0007399', 'GO:0030154']"
GO:BP,GO:0061614,miRNA transcription,2.896100288358214e-28,True,"""The cellular synthesis of microRNA (miRNA) transcripts. MicroRNA genes are synthesized as primary (pri) miRNA transcripts and subsequently processed to produce the ~22nt miRNAs that function in gene regulation."" [GOC:dph, GOC:kmv, PMID:18778799]",77,457,31,21017,0.06783369803063458,0.4025974025974026,query_1,"['GO:0006351', 'GO:0010586']"
GO:MF,GO:0140297,DNA-binding transcription factor binding,8.279777965582793e-28,True,"""Binding to a DNA-binding transcription factor, a protein that interacts with a specific DNA sequence (sometimes referred to as a motif) within the regulatory region of a gene to modulate transcription."" [GOC:txnOH-2018]",490,456,64,20196,0.14035087719298245,0.1306122448979592,query_1,['GO:0008134']
GO:BP,GO:0002009,morphogenesis of an epithelium,1.984278544978908e-27,True,"""The process in which the anatomical structures of epithelia are generated and organized. An epithelium consists of closely packed cells arranged in one or more layers, that covers the outer surfaces of the body or lines any internal cavity or tube."" [GOC:dph, GOC:jl, GOC:tb, ISBN:0198506732]",502,457,64,21017,0.1400437636761488,0.12749003984063745,query_1,"['GO:0048729', 'GO:0060429']"
GO:BP,GO:0010562,positive regulation of phosphorus metabolic process,2.1888163513562618e-27,True,"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:dph, GOC:tb]",667,457,73,21017,0.15973741794310722,0.10944527736131934,query_1,"['GO:0006793', 'GO:0009893', 'GO:0051174']"
GO:BP,GO:0045937,positive regulation of phosphate metabolic process,2.1888163513562618e-27,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]",667,457,73,21017,0.15973741794310722,0.10944527736131934,query_1,"['GO:0006796', 'GO:0010562', 'GO:0019220']"
GO:MF,GO:0030546,signaling receptor activator activity,3.0119878597329015e-27,True,"""The function of interacting (directly or indirectly) with receptors such that the proportion of receptors in the active form is increased."" [GOC:ceb]",518,456,65,20196,0.1425438596491228,0.12548262548262548,query_1,"['GO:0030545', 'GO:0140677']"
GO:BP,GO:0048659,smooth muscle cell proliferation,3.499503818466531e-27,True,"""The multiplication or reproduction of smooth muscle cells, resulting in the expansion of a cell population."" [CL:0000192, GOC:ebc, PMID:1840698]",144,457,38,21017,0.08315098468271334,0.2638888888888889,query_1,['GO:0033002']
GO:BP,GO:0045766,positive regulation of angiogenesis,3.681578182400468e-27,True,"""Any process that activates or increases angiogenesis."" [GOC:go_curators]",165,457,40,21017,0.087527352297593,0.24242424242424243,query_1,"['GO:0001525', 'GO:0045765', 'GO:1904018']"
GO:MF,GO:0000977,RNA polymerase II transcription regulatory region sequence-specific DNA binding,5.1161009864604205e-27,True,"""Binding to a specific sequence of DNA that is part of a regulatory region that controls the transcription of a gene or cistron by RNA polymerase II."" [GOC:txnOH]",1386,456,106,20196,0.2324561403508772,0.07647907647907648,query_1,['GO:0000976']
GO:BP,GO:2000628,regulation of miRNA metabolic process,5.24963816032984e-27,True,"""Any process that modulates the frequency, rate or extent of miRNA metabolic process."" [GOC:dph]",91,457,32,21017,0.0700218818380744,0.3516483516483517,query_1,"['GO:0010586', 'GO:0051252']"
GO:BP,GO:0042327,positive regulation of phosphorylation,5.8425879022175235e-27,True,"""Any process that activates or increases the frequency, rate or extent of addition of phosphate groups to a molecule."" [GOC:jl]",620,457,70,21017,0.15317286652078774,0.11290322580645161,query_1,"['GO:0016310', 'GO:0042325', 'GO:0045937']"
GO:BP,GO:0045165,cell fate commitment,5.895829988264848e-27,True,"""The cellular developmental process by which a cell establishes the intrinsic character of a cell or tissue region irreversibly committing it to a particular fate."" [ISBN:0716731185]",291,457,50,21017,0.10940919037199125,0.1718213058419244,query_1,"['GO:0030154', 'GO:0048869']"
GO:MF,GO:0061629,RNA polymerase II-specific DNA-binding transcription factor binding,6.838210479451533e-27,True,"""Binding to a sequence-specific DNA binding RNA polymerase II transcription factor, any of the factors that interact selectively and non-covalently with a specific DNA sequence in order to modulate transcription."" [GOC:dph, GOC:vw]",348,456,54,20196,0.11842105263157894,0.15517241379310345,query_1,['GO:0140297']
GO:BP,GO:1904018,positive regulation of vasculature development,7.891443961433937e-27,True,"""Any process that activates or increases the frequency, rate or extent of vasculature development."" [GO_REF:0000058, GOC:TermGenie, PMID:21472453]",168,457,40,21017,0.087527352297593,0.23809523809523808,query_1,"['GO:0001944', 'GO:0051094', 'GO:0051240', 'GO:1901342']"
GO:BP,GO:1901652,response to peptide,8.388059283994002e-27,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide stimulus."" [GOC:pr, GOC:TermGenie]",950,457,86,21017,0.18818380743982493,0.09052631578947369,query_1,['GO:0042221']
GO:MF,GO:0000987,cis-regulatory region sequence-specific DNA binding,9.144041713139558e-27,True,"""Binding to a specific upstream regulatory DNA sequence (transcription factor recognition sequence or binding site, located in cis relative to the transcription start site (i.e., on the same strand of DNA) of a gene transcribed by some RNA polymerase. Cis-regulatory sites are often referred to as a sequence motifs, enhancers, or silencers."" [GOC:txnOH-2018]",1205,456,98,20196,0.2149122807017544,0.08132780082987552,query_1,['GO:0000976']
GO:MF,GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding,9.25062898770426e-27,True,"""Binding to a specific upstream regulatory DNA sequence (transcription factor recognition sequence or binding site) located in cis relative to the transcription start site (i.e., on the same strand of DNA) of a gene transcribed by RNA polymerase II."" [GOC:txnOH-2018]",1182,456,97,20196,0.21271929824561403,0.08206429780033841,query_1,"['GO:0000977', 'GO:0000987']"
GO:BP,GO:0071396,cellular response to lipid,1.276452662925215e-26,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipid stimulus."" [GOC:mah]",609,457,69,21017,0.15098468271334792,0.11330049261083744,query_1,"['GO:0033993', 'GO:0070887']"
GO:BP,GO:0034097,response to cytokine,1.6512572740968445e-26,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cytokine stimulus."" [GOC:sl]",937,457,85,21017,0.18599562363238512,0.09071504802561366,query_1,['GO:1901652']
GO:BP,GO:0044093,positive regulation of molecular function,1.6620415194717884e-26,True,"""Any process that activates or increases the rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GO:jl]",959,457,86,21017,0.18818380743982493,0.08967674661105318,query_1,['GO:0065009']
GO:BP,GO:0048660,regulation of smooth muscle cell proliferation,1.972126127358903e-26,True,"""Any process that modulates the frequency, rate or extent of smooth muscle cell proliferation."" [CL:0000192, GOC:ebc]",140,457,37,21017,0.08096280087527352,0.2642857142857143,query_1,"['GO:0042127', 'GO:0048659']"
GO:BP,GO:0001934,positive regulation of protein phosphorylation,2.0481530528883645e-26,True,"""Any process that activates or increases the frequency, rate or extent of addition of phosphate groups to amino acids within a protein."" [GOC:hjd]",595,457,68,21017,0.1487964989059081,0.11428571428571428,query_1,"['GO:0001932', 'GO:0006468', 'GO:0031401', 'GO:0042327']"
GO:BP,GO:0048699,generation of neurons,2.879724666159012e-26,True,"""The process in which nerve cells are generated. This includes the production of neuroblasts and their differentiation into neurons."" [GOC:nln]",1517,457,109,21017,0.23851203501094093,0.07185234014502308,query_1,['GO:0022008']
GO:BP,GO:0006468,protein phosphorylation,2.8961763921941075e-26,True,"""The process of introducing a phosphate group on to a protein."" [GOC:hb]",1341,457,102,21017,0.22319474835886213,0.07606263982102908,query_1,"['GO:0016310', 'GO:0036211']"
GO:BP,GO:1901699,cellular response to nitrogen compound,3.1493311080789727e-26,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus."" [GOC:pr, GOC:TermGenie]",618,457,69,21017,0.15098468271334792,0.11165048543689321,query_1,"['GO:0070887', 'GO:1901698']"
GO:BP,GO:0051246,regulation of protein metabolic process,3.283068900615942e-26,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]",1975,457,126,21017,0.27571115973741794,0.06379746835443038,query_1,"['GO:0019538', 'GO:0060255', 'GO:0080090']"
GO:BP,GO:0016310,phosphorylation,4.1121414857883843e-26,True,"""The process of introducing a phosphate group into a molecule, usually with the formation of a phosphoric ester, a phosphoric anhydride or a phosphoric amide."" [ISBN:0198506732]",1575,457,111,21017,0.24288840262582057,0.07047619047619047,query_1,['GO:0006796']
GO:BP,GO:0042060,wound healing,6.936819938245224e-26,True,"""The series of events that restore integrity to a damaged tissue, following an injury."" [GOC:bf, PMID:15269788]",430,457,58,21017,0.12691466083150985,0.13488372093023257,query_1,['GO:0009611']
GO:MF,GO:0048018,receptor ligand activity,7.594378516408455e-26,True,"""The activity of a gene product that interacts with a receptor to effect a change in the activity of the receptor. Ligands may be produced by the same cell that expresses the receptor. Ligands may also be expressed at the plasma membrane of an adjacent cell (e.g. Notch ligands) or be secreted and diffuse extracellularly from their point of origin to the receiving cell (e.g. interleukins)."" [GOC:kv, GOC:molecular_function_refactoring, GOC:pdt]",512,456,63,20196,0.13815789473684212,0.123046875,query_1,"['GO:0005102', 'GO:0030546']"
GO:MF,GO:0001216,DNA-binding transcription activator activity,7.9259379455011e-26,True,"""A DNA-binding transcription factor activity that activates or increases transcription of specific gene sets."" [GOC:txnOH-2018]",478,456,61,20196,0.1337719298245614,0.12761506276150628,query_1,['GO:0003700']
GO:BP,GO:0046649,lymphocyte activation,8.291889133581565e-26,True,"""A change in morphology and behavior of a lymphocyte resulting from exposure to a specific antigen, mitogen, cytokine, chemokine, cellular ligand, or soluble factor."" [GOC:mgi_curators, ISBN:0781735149]",787,457,77,21017,0.16849015317286653,0.09783989834815757,query_1,['GO:0045321']
GO:MF,GO:0000976,transcription cis-regulatory region binding,8.516068980415359e-26,True,"""Binding to a specific sequence of DNA that is part of a regulatory region that controls transcription of that section of the DNA. The transcribed region might be described as a gene, cistron, or operon."" [GOC:txnOH]",1483,456,108,20196,0.23684210526315788,0.07282535401213756,query_1,"['GO:0001067', 'GO:1990837']"
GO:BP,GO:0051049,regulation of transport,8.879743635546337e-26,True,"""Any process that modulates the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",1589,457,111,21017,0.24288840262582057,0.06985525487728131,query_1,"['GO:0006810', 'GO:0032879']"
GO:BP,GO:0031399,regulation of protein modification process,9.201660750606801e-26,True,"""Any process that modulates the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."" [GOC:mah, GOC:tb]",1166,457,94,21017,0.20568927789934355,0.08061749571183534,query_1,"['GO:0036211', 'GO:0051246']"
GO:MF,GO:0001067,transcription regulatory region nucleic acid binding,9.544494886450187e-26,True,"""Binding to a nucleic acid region that regulates a nucleic acid-based process. Such processes include transcription, DNA replication, and DNA repair."" [GOC:txnOH]",1485,456,108,20196,0.23684210526315788,0.07272727272727272,query_1,['GO:0003676']
GO:MF,GO:1990837,sequence-specific double-stranded DNA binding,1.541150817937949e-25,True,"""Binding to double-stranded DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA, e.g. promotor binding or rDNA binding."" [GOC:dos, GOC:sl]",1544,456,110,20196,0.2412280701754386,0.07124352331606218,query_1,"['GO:0003690', 'GO:0043565']"
GO:MF,GO:0030545,signaling receptor regulator activity,1.5507246951535664e-25,True,"""Binds to and modulates the activity of a receptor."" [GOC:ceb]",554,456,65,20196,0.1425438596491228,0.11732851985559567,query_1,['GO:0098772']
GO:BP,GO:0051247,positive regulation of protein metabolic process,1.7347853166108797e-25,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]",1152,457,93,21017,0.20350109409190373,0.08072916666666667,query_1,"['GO:0010604', 'GO:0019538', 'GO:0051246']"
GO:BP,GO:0098609,cell-cell adhesion,1.9872315358947121e-25,True,"""The attachment of one cell to another cell via adhesion molecules."" [GOC:dos]",948,457,84,21017,0.1838074398249453,0.08860759493670886,query_1,['GO:0007155']
GO:BP,GO:0048568,embryonic organ development,4.904626316337249e-25,True,"""Development, taking place during the embryonic phase, of a tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:jid]",463,457,59,21017,0.12910284463894967,0.12742980561555076,query_1,"['GO:0009790', 'GO:0048513']"
GO:BP,GO:0035270,endocrine system development,5.908813926089942e-25,True,"""Progression of the endocrine system over time, from its formation to a mature structure. The endocrine system is a system of hormones and ductless glands, where the glands release hormones directly into the blood, lymph or other intercellular fluid, and the hormones circulate within the body to affect distant organs. The major glands that make up the human endocrine system are the hypothalamus, pituitary, thyroid, parathryoids, adrenals, pineal body, and the reproductive glands which include the ovaries and testes."" [GOC:bf, Wikipedia:Development_of_the_endocrine_system]",142,457,36,21017,0.0787746170678337,0.2535211267605634,query_1,['GO:0048731']
GO:BP,GO:0000165,MAPK cascade,6.222398276049272e-25,True,"""An intracellular protein kinase cascade containing at least a MAP kinase (MAPK). It starts with the activation of a MAP3K, and the consecutive activation of a MPK2K and a MAPK. The cascade can also contain an additional tier: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinase in the downstream tier to transmit a signal within a cell."" [PMID:20811974, PMID:9561267]",749,457,74,21017,0.16192560175054704,0.09879839786381843,query_1,['GO:0141124']
GO:BP,GO:0048589,developmental growth,6.479322059776174e-25,True,"""The increase in size or mass of an entire organism, a part of an organism or a cell, where the increase in size or mass has the specific outcome of the progression of the organism over time from one condition to another."" [GOC:go_curators]",669,457,70,21017,0.15317286652078774,0.10463378176382661,query_1,"['GO:0032502', 'GO:0040007']"
GO:BP,GO:0009792,embryo development ending in birth or egg hatching,7.206657559790809e-25,True,"""The process whose specific outcome is the progression of an embryo over time, from zygote formation until the end of the embryonic life stage. The end of the embryonic life stage is organism-specific and may be somewhat arbitrary; for mammals it is usually considered to be birth, for insects the hatching of the first instar larva from the eggshell."" [GOC:go_curators, GOC:isa_complete, GOC:mtg_sensu]",690,457,71,21017,0.15536105032822758,0.10289855072463767,query_1,['GO:0009790']
GO:MF,GO:0043565,sequence-specific DNA binding,9.453170501874438e-25,True,"""Binding to DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA e.g. promotor binding or rDNA binding."" [GOC:jl]",1655,456,113,20196,0.24780701754385964,0.06827794561933535,query_1,['GO:0003677']
GO:BP,GO:0032870,cellular response to hormone stimulus,1.2563366095259882e-24,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hormone stimulus."" [GOC:mah]",637,457,68,21017,0.1487964989059081,0.10675039246467818,query_1,"['GO:0009725', 'GO:0070887', 'GO:0071495']"
GO:CC,GO:0005694,chromosome,1.3767627018233569e-24,True,"""A structure composed of a very long molecule of DNA and associated proteins (e.g. histones) that carries hereditary information."" [ISBN:0198547684]",1956,459,118,22115,0.2570806100217865,0.06032719836400818,query_1,['GO:0043232']
GO:BP,GO:0002684,positive regulation of immune system process,1.3777784549181532e-24,True,"""Any process that activates or increases the frequency, rate, or extent of an immune system process."" [GOC:add]",1066,457,88,21017,0.1925601750547046,0.0825515947467167,query_1,"['GO:0002376', 'GO:0002682', 'GO:0048518']"
GO:MF,GO:0003690,double-stranded DNA binding,1.6883996117341737e-24,True,"""Binding to double-stranded DNA."" [GOC:elh, GOC:vw]",1640,456,112,20196,0.24561403508771928,0.06829268292682927,query_1,['GO:0003677']
