,GO id,GO name,GO namespace,p-value,corrected p-value,cluster freq,background freq
857,GO:0060173,limb development,biological_process,0.014469598339804216,0.07718805547935187,8/321 (2.49%),194/19699 (0.98%)
858,GO:0002286,T cell activation involved in immune response,biological_process,0.014529085394551913,0.07741516164244948,5/321 (1.56%),88/19699 (0.45%)
859,GO:0002253,activation of immune response,biological_process,0.014577667281622256,0.07758370133486636,13/321 (4.05%),400/19699 (2.03%)
860,GO:0000228,nuclear chromosome,cellular_component,0.014885252669981301,0.07912868928049294,9/321 (2.80%),234/19699 (1.19%)
861,GO:0007283,spermatogenesis,biological_process,0.014975306318916144,0.07934356189158014,19/321 (5.92%),674/19699 (3.42%)
862,GO:0000079,regulation of cyclin-dependent protein serine/threonine kinase activity,biological_process,0.014995014427838502,0.07934356189158014,3/321 (0.93%),32/19699 (0.16%)
863,GO:0071889,14-3-3 protein binding,molecular_function,0.014995014427838502,0.07934356189158014,3/321 (0.93%),32/19699 (0.16%)
864,GO:0030511,positive regulation of transforming growth factor beta receptor signaling pathway,biological_process,0.014995014427838502,0.07934356189158014,3/321 (0.93%),32/19699 (0.16%)
865,GO:0030307,positive regulation of cell growth,biological_process,0.01511028604294854,0.0798611769267615,7/321 (2.18%),158/19699 (0.80%)
866,GO:0001932,regulation of protein phosphorylation,biological_process,0.01541529372041158,0.0813792380142143,13/321 (4.05%),403/19699 (2.05%)
867,GO:0042221,response to chemical,biological_process,0.0155047863755456,0.08139249375356719,76/321 (23.68%),3694/19699 (18.75%)
868,GO:0009968,negative regulation of signal transduction,biological_process,0.015543814645684734,0.08139249375356719,33/321 (10.28%),1368/19699 (6.94%)
869,GO:0030902,hindbrain development,biological_process,0.01559330103352831,0.08139249375356719,7/321 (2.18%),159/19699 (0.81%)
870,GO:0044666,MLL3/4 complex,cellular_component,0.01568454871982658,0.08139249375356719,2/321 (0.62%),12/19699 (0.06%)
871,GO:0003198,epithelial to mesenchymal transition involved in endocardial cushion formation,biological_process,0.01568454871982658,0.08139249375356719,2/321 (0.62%),12/19699 (0.06%)
872,GO:0097677,STAT family protein binding,molecular_function,0.01568454871982658,0.08139249375356719,2/321 (0.62%),12/19699 (0.06%)
873,GO:0006983,ER overload response,biological_process,0.01568454871982658,0.08139249375356719,2/321 (0.62%),12/19699 (0.06%)
874,GO:0071837,HMG box domain binding,molecular_function,0.01568454871982658,0.08139249375356719,2/321 (0.62%),12/19699 (0.06%)
875,GO:0002357,defense response to tumor cell,biological_process,0.01568454871982658,0.08139249375356719,2/321 (0.62%),12/19699 (0.06%)
876,GO:0033235,positive regulation of protein sumoylation,biological_process,0.01568454871982658,0.08139249375356719,2/321 (0.62%),12/19699 (0.06%)
877,GO:0140537,transcription regulator activator activity,molecular_function,0.01568454871982658,0.08139249375356719,2/321 (0.62%),12/19699 (0.06%)
878,GO:0032908,regulation of transforming growth factor beta1 production,biological_process,0.01568454871982658,0.08139249375356719,2/321 (0.62%),12/19699 (0.06%)
879,GO:0010826,negative regulation of centrosome duplication,biological_process,0.01568454871982658,0.08139249375356719,2/321 (0.62%),12/19699 (0.06%)
880,GO:1901298,regulation of hydrogen peroxide-mediated programmed cell death,biological_process,0.01568454871982658,0.08139249375356719,2/321 (0.62%),12/19699 (0.06%)
881,GO:0010666,positive regulation of cardiac muscle cell apoptotic process,biological_process,0.01568454871982658,0.08139249375356719,2/321 (0.62%),12/19699 (0.06%)
882,GO:0090316,positive regulation of intracellular protein transport,biological_process,0.015880597504513153,0.08231652862758403,5/321 (1.56%),90/19699 (0.46%)
883,GO:0035051,cardiocyte differentiation,biological_process,0.01608054162941903,0.08316456388457728,6/321 (1.87%),124/19699 (0.63%)
884,GO:1904813,ficolin-1-rich granule lumen,cellular_component,0.01608054162941903,0.08316456388457728,6/321 (1.87%),124/19699 (0.63%)
885,GO:0140546,defense response to symbiont,biological_process,0.01629279332010573,0.08391754347607971,23/321 (7.17%),872/19699 (4.43%)
886,GO:0001782,B cell homeostasis,biological_process,0.01629947479795387,0.08391754347607971,3/321 (0.93%),33/19699 (0.17%)
887,GO:0045648,positive regulation of erythrocyte differentiation,biological_process,0.01629947479795387,0.08391754347607971,3/321 (0.93%),33/19699 (0.17%)
888,GO:0060325,face morphogenesis,biological_process,0.01629947479795387,0.08391754347607971,3/321 (0.93%),33/19699 (0.17%)
889,GO:0090287,regulation of cellular response to growth factor stimulus,biological_process,0.01631940227855046,0.08392573508868029,11/321 (3.43%),320/19699 (1.62%)
890,GO:0048145,regulation of fibroblast proliferation,biological_process,0.016586733240116776,0.08520480139171098,5/321 (1.56%),91/19699 (0.46%)
891,GO:0033043,regulation of organelle organization,biological_process,0.017063666585444025,0.08752908015979968,29/321 (9.03%),1174/19699 (5.96%)
892,GO:0042113,B cell activation,biological_process,0.017077445615621828,0.08752908015979968,8/321 (2.49%),200/19699 (1.02%)
893,GO:0060021,roof of mouth development,biological_process,0.01731343177603289,0.08863934814194915,5/321 (1.56%),92/19699 (0.47%)
894,GO:0048168,regulation of neuronal synaptic plasticity,biological_process,0.01744878126256075,0.0892324825013861,4/321 (1.25%),61/19699 (0.31%)
895,GO:0032673,regulation of interleukin-4 production,biological_process,0.017665639875642833,0.09003968119244682,3/321 (0.93%),34/19699 (0.17%)
896,GO:1902253,regulation of intrinsic apoptotic signaling pathway by p53 class mediator,biological_process,0.017665639875642833,0.09003968119244682,3/321 (0.93%),34/19699 (0.17%)
897,GO:0030332,cyclin binding,molecular_function,0.017665639875642833,0.09003968119244682,3/321 (0.93%),34/19699 (0.17%)
898,GO:0034504,protein localization to nucleus,biological_process,0.01801746371559431,0.09173073573556748,8/321 (2.49%),202/19699 (1.03%)
899,GO:0051092,positive regulation of NF-kappaB transcription factor activity,biological_process,0.01806091772376078,0.09184980046850343,5/321 (1.56%),93/19699 (0.47%)
900,GO:0070243,regulation of thymocyte apoptotic process,biological_process,0.018338833436646555,0.09213703692593994,2/321 (0.62%),13/19699 (0.07%)
901,GO:0001711,endodermal cell fate commitment,biological_process,0.018338833436646555,0.09213703692593994,2/321 (0.62%),13/19699 (0.07%)
902,GO:0140852,histone ubiquitin ligase activity,molecular_function,0.018338833436646555,0.09213703692593994,2/321 (0.62%),13/19699 (0.07%)
903,GO:0006369,termination of RNA polymerase II transcription,biological_process,0.018338833436646555,0.09213703692593994,2/321 (0.62%),13/19699 (0.07%)
904,GO:0045006,DNA deamination,biological_process,0.018338833436646555,0.09213703692593994,2/321 (0.62%),13/19699 (0.07%)
905,GO:0036302,atrioventricular canal development,biological_process,0.018338833436646555,0.09213703692593994,2/321 (0.62%),13/19699 (0.07%)
906,GO:0018394,peptidyl-lysine acetylation,biological_process,0.018338833436646555,0.09213703692593994,2/321 (0.62%),13/19699 (0.07%)
907,GO:2000622,"regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",biological_process,0.018338833436646555,0.09213703692593994,2/321 (0.62%),13/19699 (0.07%)
908,GO:0004535,poly(A)-specific ribonuclease activity,molecular_function,0.018338833436646555,0.09213703692593994,2/321 (0.62%),13/19699 (0.07%)
909,GO:0043922,negative regulation by host of viral transcription,biological_process,0.018338833436646555,0.09213703692593994,2/321 (0.62%),13/19699 (0.07%)
910,GO:0010659,cardiac muscle cell apoptotic process,biological_process,0.018338833436646555,0.09213703692593994,2/321 (0.62%),13/19699 (0.07%)
911,GO:2001244,positive regulation of intrinsic apoptotic signaling pathway,biological_process,0.018419480804944183,0.09244074960990079,4/321 (1.25%),62/19699 (0.31%)
912,GO:0048704,embryonic skeletal system morphogenesis,biological_process,0.018829409463646304,0.0943945313418501,5/321 (1.56%),94/19699 (0.48%)
913,GO:0046540,U4/U6 x U5 tri-snRNP complex,cellular_component,0.019093717449653824,0.09561481921998419,3/321 (0.93%),35/19699 (0.18%)
914,GO:0000793,condensed chromosome,cellular_component,0.019336311929903725,0.09672382481220694,10/321 (3.12%),286/19699 (1.45%)
915,GO:0050688,regulation of defense response to virus,biological_process,0.019423071173393026,0.09705174318844964,4/321 (1.25%),63/19699 (0.32%)
916,GO:2000177,regulation of neural precursor cell proliferation,biological_process,0.01961911905816091,0.09771132527660771,5/321 (1.56%),95/19699 (0.48%)
917,GO:0000123,histone acetyltransferase complex,cellular_component,0.01961911905816091,0.09771132527660771,5/321 (1.56%),95/19699 (0.48%)
918,GO:0008276,protein methyltransferase activity,molecular_function,0.01961911905816091,0.09771132527660771,5/321 (1.56%),95/19699 (0.48%)
919,GO:0045927,positive regulation of growth,biological_process,0.019920506234833074,0.09910451851829453,9/321 (2.80%),246/19699 (1.25%)
920,GO:0010639,negative regulation of organelle organization,biological_process,0.020391656166951502,0.10133833906203803,11/321 (3.43%),331/19699 (1.68%)
921,GO:0043627,response to estrogen,biological_process,0.020459829191546753,0.10141257963015415,4/321 (1.25%),64/19699 (0.32%)
922,GO:0007420,brain development,biological_process,0.020461998066344435,0.10141257963015415,20/321 (6.23%),745/19699 (3.78%)
923,GO:0001936,regulation of endothelial cell proliferation,biological_process,0.02050449505910949,0.10141257963015415,6/321 (1.87%),131/19699 (0.67%)
924,GO:0001889,liver development,biological_process,0.02050449505910949,0.10141257963015415,6/321 (1.87%),131/19699 (0.67%)
925,GO:0051090,regulation of DNA-binding transcription factor activity,biological_process,0.020529050054229697,0.10141257963015415,8/321 (2.49%),207/19699 (1.05%)
926,GO:0007095,mitotic G2 DNA damage checkpoint signaling,biological_process,0.02058385109818947,0.10141257963015415,3/321 (0.93%),36/19699 (0.18%)
927,GO:0043903,regulation of biological process involved in symbiotic interaction,biological_process,0.02058385109818947,0.10141257963015415,3/321 (0.93%),36/19699 (0.18%)
928,GO:1900016,negative regulation of cytokine production involved in inflammatory response,biological_process,0.02058385109818947,0.10141257963015415,3/321 (0.93%),36/19699 (0.18%)
929,GO:0048585,negative regulation of response to stimulus,biological_process,0.020686915217683004,0.10181076446380119,39/321 (12.15%),1712/19699 (8.69%)
930,GO:1901722,regulation of cell proliferation involved in kidney development,biological_process,0.02116771317113844,0.10339874406008606,2/321 (0.62%),14/19699 (0.07%)
931,GO:0060856,establishment of blood-brain barrier,biological_process,0.02116771317113844,0.10339874406008606,2/321 (0.62%),14/19699 (0.07%)
932,GO:0140672,ATAC complex,cellular_component,0.02116771317113844,0.10339874406008606,2/321 (0.62%),14/19699 (0.07%)
933,GO:0045063,T-helper 1 cell differentiation,biological_process,0.02116771317113844,0.10339874406008606,2/321 (0.62%),14/19699 (0.07%)
934,GO:0110156,mRNA methylguanosine-cap decapping,biological_process,0.02116771317113844,0.10339874406008606,2/321 (0.62%),14/19699 (0.07%)
935,GO:0070102,interleukin-6-mediated signaling pathway,biological_process,0.02116771317113844,0.10339874406008606,2/321 (0.62%),14/19699 (0.07%)
936,GO:0033391,chromatoid body,cellular_component,0.02116771317113844,0.10339874406008606,2/321 (0.62%),14/19699 (0.07%)
937,GO:0000307,cyclin-dependent protein kinase holoenzyme complex,cellular_component,0.021530014039831537,0.10483284495777548,4/321 (1.25%),65/19699 (0.33%)
938,GO:0033077,T cell differentiation in thymus,biological_process,0.021530014039831537,0.10483284495777548,4/321 (1.25%),65/19699 (0.33%)
939,GO:0060261,positive regulation of transcription initiation by RNA polymerase II,biological_process,0.021530014039831537,0.10483284495777548,4/321 (1.25%),65/19699 (0.33%)
940,GO:0009056,catabolic process,biological_process,0.02177675401561498,0.10592157612058423,45/321 (14.02%),2038/19699 (10.35%)
941,GO:0005925,focal adhesion,cellular_component,0.02197236604757082,0.10675957473432234,13/321 (4.05%),423/19699 (2.15%)
942,GO:0007249,canonical NF-kappaB signal transduction,biological_process,0.022136122870962473,0.10716879786958329,3/321 (0.93%),37/19699 (0.19%)
943,GO:0090183,regulation of kidney development,biological_process,0.022136122870962473,0.10716879786958329,3/321 (0.93%),37/19699 (0.19%)
944,GO:0000217,DNA secondary structure binding,molecular_function,0.022136122870962473,0.10716879786958329,3/321 (0.93%),37/19699 (0.19%)
945,GO:0002366,leukocyte activation involved in immune response,biological_process,0.022150247495002356,0.10716879786958329,8/321 (2.49%),210/19699 (1.07%)
946,GO:0030111,regulation of Wnt signaling pathway,biological_process,0.022472344558288466,0.10861237702564552,11/321 (3.43%),336/19699 (1.71%)
947,GO:0042110,T cell activation,biological_process,0.023346771396323174,0.11253627328775881,11/321 (3.43%),338/19699 (1.72%)
948,GO:0050868,negative regulation of T cell activation,biological_process,0.023371074677630038,0.11253627328775881,6/321 (1.87%),135/19699 (0.69%)
949,GO:0006310,DNA recombination,biological_process,0.023372264905464613,0.11253627328775881,9/321 (2.80%),253/19699 (1.28%)
950,GO:0010648,negative regulation of cell communication,biological_process,0.023382564102394282,0.11253627328775881,34/321 (10.59%),1464/19699 (7.43%)
951,GO:0023057,negative regulation of signaling,biological_process,0.023588169418467073,0.11340656662639054,34/321 (10.59%),1465/19699 (7.44%)
952,GO:0000966,RNA 5'-end processing,biological_process,0.02375055589097684,0.11381032815693053,3/321 (0.93%),38/19699 (0.19%)
953,GO:2000316,regulation of T-helper 17 type immune response,biological_process,0.02375055589097684,0.11381032815693053,3/321 (0.93%),38/19699 (0.19%)
954,GO:0051154,negative regulation of striated muscle cell differentiation,biological_process,0.02375055589097684,0.11381032815693053,3/321 (0.93%),38/19699 (0.19%)
955,GO:0043470,regulation of carbohydrate catabolic process,biological_process,0.023771613222203534,0.11381032815693053,4/321 (1.25%),67/19699 (0.34%)
956,GO:0038092,nodal signaling pathway,biological_process,0.024164830027528006,0.11446690625527034,2/321 (0.62%),15/19699 (0.08%)
957,GO:2000320,negative regulation of T-helper 17 cell differentiation,biological_process,0.024164830027528006,0.11446690625527034,2/321 (0.62%),15/19699 (0.08%)
958,GO:0048935,peripheral nervous system neuron development,biological_process,0.024164830027528006,0.11446690625527034,2/321 (0.62%),15/19699 (0.08%)
959,GO:0007000,nucleolus organization,biological_process,0.024164830027528006,0.11446690625527034,2/321 (0.62%),15/19699 (0.08%)
960,GO:0046007,negative regulation of activated T cell proliferation,biological_process,0.024164830027528006,0.11446690625527034,2/321 (0.62%),15/19699 (0.08%)
961,GO:0001732,formation of cytoplasmic translation initiation complex,biological_process,0.024164830027528006,0.11446690625527034,2/321 (0.62%),15/19699 (0.08%)
962,GO:0031571,mitotic G1 DNA damage checkpoint signaling,biological_process,0.024164830027528006,0.11446690625527034,2/321 (0.62%),15/19699 (0.08%)
963,GO:0043518,"negative regulation of DNA damage response, signal transduction by p53 class mediator",biological_process,0.024164830027528006,0.11446690625527034,2/321 (0.62%),15/19699 (0.08%)
964,GO:0090571,RNA polymerase II transcription repressor complex,cellular_component,0.024164830027528006,0.11446690625527034,2/321 (0.62%),15/19699 (0.08%)
965,GO:0032700,negative regulation of interleukin-17 production,biological_process,0.024164830027528006,0.11446690625527034,2/321 (0.62%),15/19699 (0.08%)
966,GO:0003205,cardiac chamber development,biological_process,0.024208862847957546,0.11446690625527034,7/321 (2.18%),174/19699 (0.88%)
967,GO:0048762,mesenchymal cell differentiation,biological_process,0.024208862847957546,0.11446690625527034,7/321 (2.18%),174/19699 (0.88%)
968,GO:0043167,ion binding,molecular_function,0.02427799729742104,0.11467532882383498,117/321 (36.45%),6143/19699 (31.18%)
969,GO:0045202,synapse,cellular_component,0.024744958322417326,0.11676048890897331,38/321 (11.84%),1681/19699 (8.53%)
970,GO:0090090,negative regulation of canonical Wnt signaling pathway,biological_process,0.024900408336818385,0.11733423381806421,6/321 (1.87%),137/19699 (0.70%)
971,GO:0008173,RNA methyltransferase activity,molecular_function,0.024943458489179914,0.11733423381806421,4/321 (1.25%),68/19699 (0.35%)
972,GO:0051100,negative regulation of binding,biological_process,0.024943458489179914,0.11733423381806421,4/321 (1.25%),68/19699 (0.35%)
973,GO:0071705,nitrogen compound transport,biological_process,0.024982861782535077,0.11739893057357602,35/321 (10.90%),1524/19699 (7.74%)
974,GO:0032103,positive regulation of response to external stimulus,biological_process,0.0252251493003728,0.11841590599775005,16/321 (4.98%),570/19699 (2.89%)
975,GO:0030488,tRNA methylation,biological_process,0.02542711687808786,0.11887631659959973,3/321 (0.93%),39/19699 (0.20%)
976,GO:0033619,membrane protein proteolysis,biological_process,0.02542711687808786,0.11887631659959973,3/321 (0.93%),39/19699 (0.20%)
977,GO:0048645,animal organ formation,biological_process,0.02542711687808786,0.11887631659959973,3/321 (0.93%),39/19699 (0.20%)
978,GO:2000378,negative regulation of reactive oxygen species metabolic process,biological_process,0.02542711687808786,0.11887631659959973,3/321 (0.93%),39/19699 (0.20%)
979,GO:0010906,regulation of glucose metabolic process,biological_process,0.025757637934133888,0.12019834474840829,5/321 (1.56%),102/19699 (0.52%)
980,GO:1902532,negative regulation of intracellular signal transduction,biological_process,0.02576241559934204,0.12019834474840829,19/321 (5.92%),715/19699 (3.63%)
981,GO:0060828,regulation of canonical Wnt signaling pathway,biological_process,0.02608619278661611,0.12158503501460483,9/321 (2.80%),258/19699 (1.31%)
982,GO:1900015,regulation of cytokine production involved in inflammatory response,biological_process,0.026149592684368814,0.12175654701562164,4/321 (1.25%),69/19699 (0.35%)
983,GO:0008544,epidermis development,biological_process,0.026603604991604503,0.12374461386846931,11/321 (3.43%),345/19699 (1.75%)
984,GO:0003755,peptidyl-prolyl cis-trans isomerase activity,molecular_function,0.027165718596346006,0.12518707020477626,3/321 (0.93%),40/19699 (0.20%)
985,GO:0045445,myoblast differentiation,biological_process,0.027165718596346006,0.12518707020477626,3/321 (0.93%),40/19699 (0.20%)
986,GO:0032451,demethylase activity,molecular_function,0.027165718596346006,0.12518707020477626,3/321 (0.93%),40/19699 (0.20%)
987,GO:0035640,exploration behavior,biological_process,0.027165718596346006,0.12518707020477626,3/321 (0.93%),40/19699 (0.20%)
988,GO:0070461,SAGA-type complex,cellular_component,0.027165718596346006,0.12518707020477626,3/321 (0.93%),40/19699 (0.20%)
989,GO:0070314,G1 to G0 transition,biological_process,0.02732398582795969,0.12518707020477626,2/321 (0.62%),16/19699 (0.08%)
990,GO:0043023,ribosomal large subunit binding,molecular_function,0.02732398582795969,0.12518707020477626,2/321 (0.62%),16/19699 (0.08%)
991,GO:0060033,anatomical structure regression,biological_process,0.02732398582795969,0.12518707020477626,2/321 (0.62%),16/19699 (0.08%)
992,GO:0010484,histone H3 acetyltransferase activity,molecular_function,0.02732398582795969,0.12518707020477626,2/321 (0.62%),16/19699 (0.08%)
993,GO:0016075,rRNA catabolic process,biological_process,0.02732398582795969,0.12518707020477626,2/321 (0.62%),16/19699 (0.08%)
994,GO:0042762,regulation of sulfur metabolic process,biological_process,0.02732398582795969,0.12518707020477626,2/321 (0.62%),16/19699 (0.08%)
995,GO:0001741,XY body,cellular_component,0.02732398582795969,0.12518707020477626,2/321 (0.62%),16/19699 (0.08%)
996,GO:1900034,regulation of cellular response to heat,biological_process,0.02732398582795969,0.12518707020477626,2/321 (0.62%),16/19699 (0.08%)
997,GO:0090399,replicative senescence,biological_process,0.02732398582795969,0.12518707020477626,2/321 (0.62%),16/19699 (0.08%)
998,GO:0044790,suppression of viral release by host,biological_process,0.02732398582795969,0.12518707020477626,2/321 (0.62%),16/19699 (0.08%)
999,GO:0042246,tissue regeneration,biological_process,0.027390188255546295,0.12536489164563538,4/321 (1.25%),70/19699 (0.36%)
1000,GO:0000018,regulation of DNA recombination,biological_process,0.02815633020451647,0.1287427805655064,6/321 (1.87%),141/19699 (0.72%)
1001,GO:0003007,heart morphogenesis,biological_process,0.028412507505551386,0.12978447789711445,9/321 (2.80%),262/19699 (1.33%)
1002,GO:0034248,regulation of amide metabolic process,biological_process,0.028665400697798268,0.13067882369902656,4/321 (1.25%),71/19699 (0.36%)
1003,GO:0001707,mesoderm formation,biological_process,0.028665400697798268,0.13067882369902656,4/321 (1.25%),71/19699 (0.36%)
1004,GO:2001243,negative regulation of intrinsic apoptotic signaling pathway,biological_process,0.028725188674578555,0.13069104230968792,5/321 (1.56%),105/19699 (0.53%)
1005,GO:0031398,positive regulation of protein ubiquitination,biological_process,0.028725188674578555,0.13069104230968792,5/321 (1.56%),105/19699 (0.53%)
1006,GO:1901654,response to ketone,biological_process,0.028867890898438508,0.13120986756916886,8/321 (2.49%),221/19699 (1.12%)
1007,GO:0032728,positive regulation of interferon-beta production,biological_process,0.0289662222270833,0.13139583660392495,3/321 (0.93%),41/19699 (0.21%)
1008,GO:0032689,negative regulation of type II interferon production,biological_process,0.0289662222270833,0.13139583660392495,3/321 (0.93%),41/19699 (0.21%)
1009,GO:0048754,branching morphogenesis of an epithelial tube,biological_process,0.029012107105019187,0.1314736774452206,6/321 (1.87%),142/19699 (0.72%)
1010,GO:0002683,negative regulation of immune system process,biological_process,0.029077691647479382,0.13164054863552238,15/321 (4.67%),533/19699 (2.71%)
1011,GO:0097305,response to alcohol,biological_process,0.029628733202247404,0.13387039670946335,9/321 (2.80%),264/19699 (1.34%)
1012,GO:0031348,negative regulation of defense response,biological_process,0.029628733202247404,0.13387039670946335,9/321 (2.80%),264/19699 (1.34%)
1013,GO:0043073,germ cell nucleus,cellular_component,0.029975368713579496,0.13530302031760685,4/321 (1.25%),72/19699 (0.37%)
1014,GO:0010001,glial cell differentiation,biological_process,0.03022519352828842,0.13629626677731635,8/321 (2.49%),223/19699 (1.13%)
1015,GO:0032183,SUMO binding,molecular_function,0.030639138622123672,0.13668161547120863,2/321 (0.62%),17/19699 (0.09%)
1016,GO:0001816,cytokine production,biological_process,0.030639138622123672,0.13668161547120863,2/321 (0.62%),17/19699 (0.09%)
1017,GO:0002840,regulation of T cell mediated immune response to tumor cell,biological_process,0.030639138622123672,0.13668161547120863,2/321 (0.62%),17/19699 (0.09%)
1018,GO:0071103,DNA conformation change,biological_process,0.030639138622123672,0.13668161547120863,2/321 (0.62%),17/19699 (0.09%)
1019,GO:0010988,regulation of low-density lipoprotein particle clearance,biological_process,0.030639138622123672,0.13668161547120863,2/321 (0.62%),17/19699 (0.09%)
1020,GO:0032926,negative regulation of activin receptor signaling pathway,biological_process,0.030639138622123672,0.13668161547120863,2/321 (0.62%),17/19699 (0.09%)
1021,GO:0033151,V(D)J recombination,biological_process,0.030639138622123672,0.13668161547120863,2/321 (0.62%),17/19699 (0.09%)
1022,GO:0070628,proteasome binding,molecular_function,0.030639138622123672,0.13668161547120863,2/321 (0.62%),17/19699 (0.09%)
1023,GO:0033290,eukaryotic 48S preinitiation complex,cellular_component,0.030639138622123672,0.13668161547120863,2/321 (0.62%),17/19699 (0.09%)
1024,GO:0000900,mRNA regulatory element binding translation repressor activity,molecular_function,0.030639138622123672,0.13668161547120863,2/321 (0.62%),17/19699 (0.09%)
1025,GO:0045945,positive regulation of transcription by RNA polymerase III,biological_process,0.030639138622123672,0.13668161547120863,2/321 (0.62%),17/19699 (0.09%)
1026,GO:0140053,mitochondrial gene expression,biological_process,0.030774606264966642,0.13672651973644415,6/321 (1.87%),144/19699 (0.73%)
1027,GO:0010389,regulation of G2/M transition of mitotic cell cycle,biological_process,0.030818885835430347,0.13672651973644415,5/321 (1.56%),107/19699 (0.54%)
1028,GO:0048144,fibroblast proliferation,biological_process,0.030828439669654876,0.13672651973644415,3/321 (0.93%),42/19699 (0.21%)
1029,GO:0010656,negative regulation of muscle cell apoptotic process,biological_process,0.030828439669654876,0.13672651973644415,3/321 (0.93%),42/19699 (0.21%)
1030,GO:0006346,DNA methylation-dependent constitutive heterochromatin formation,biological_process,0.030828439669654876,0.13672651973644415,3/321 (0.93%),42/19699 (0.21%)
1031,GO:0048536,spleen development,biological_process,0.030828439669654876,0.13672651973644415,3/321 (0.93%),42/19699 (0.21%)
1032,GO:0048332,mesoderm morphogenesis,biological_process,0.03132021438366054,0.13877310864861014,4/321 (1.25%),73/19699 (0.37%)
1033,GO:0060541,respiratory system development,biological_process,0.03162576788760673,0.13999143096864217,8/321 (2.49%),225/19699 (1.14%)
1034,GO:0048525,negative regulation of viral process,biological_process,0.03270004334828648,0.14441861794517424,4/321 (1.25%),74/19699 (0.38%)
1035,GO:1902175,regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,biological_process,0.03275213577170436,0.14441861794517424,3/321 (0.93%),43/19699 (0.22%)
1036,GO:1905168,positive regulation of double-strand break repair via homologous recombination,biological_process,0.03275213577170436,0.14441861794517424,3/321 (0.93%),43/19699 (0.22%)
1037,GO:0090130,tissue migration,biological_process,0.03275213577170436,0.14441861794517424,3/321 (0.93%),43/19699 (0.22%)
1038,GO:0032879,regulation of localization,biological_process,0.03280059619723727,0.1444739741409527,43/321 (13.40%),1986/19699 (10.08%)
1039,GO:0010721,negative regulation of cell development,biological_process,0.032827820211184355,0.1444739741409527,9/321 (2.80%),269/19699 (1.37%)
1040,GO:0010638,positive regulation of organelle organization,biological_process,0.03305769298245262,0.1453458797124742,14/321 (4.36%),495/19699 (2.51%)
1041,GO:0001819,positive regulation of cytokine production,biological_process,0.033537419966725,0.14721563954715525,14/321 (4.36%),496/19699 (2.52%)
1042,GO:0051098,regulation of binding,biological_process,0.03354728250987173,0.14721563954715525,6/321 (1.87%),147/19699 (0.75%)
1043,GO:0002076,osteoblast development,biological_process,0.03410439926766196,0.14823134540388547,2/321 (0.62%),18/19699 (0.09%)
1044,GO:0016553,base conversion or substitution editing,biological_process,0.03410439926766196,0.14823134540388547,2/321 (0.62%),18/19699 (0.09%)
1045,GO:0016282,eukaryotic 43S preinitiation complex,cellular_component,0.03410439926766196,0.14823134540388547,2/321 (0.62%),18/19699 (0.09%)
1046,GO:0060039,pericardium development,biological_process,0.03410439926766196,0.14823134540388547,2/321 (0.62%),18/19699 (0.09%)
1047,GO:0061003,positive regulation of dendritic spine morphogenesis,biological_process,0.03410439926766196,0.14823134540388547,2/321 (0.62%),18/19699 (0.09%)
1048,GO:0002753,cytoplasmic pattern recognition receptor signaling pathway,biological_process,0.03411494499789685,0.14823134540388547,4/321 (1.25%),75/19699 (0.38%)
1049,GO:0031397,negative regulation of protein ubiquitination,biological_process,0.03411494499789685,0.14823134540388547,4/321 (1.25%),75/19699 (0.38%)
1050,GO:0032007,negative regulation of TOR signaling,biological_process,0.03411494499789685,0.14823134540388547,4/321 (1.25%),75/19699 (0.38%)
1051,GO:0030218,erythrocyte differentiation,biological_process,0.03413498755859631,0.14823134540388547,5/321 (1.56%),110/19699 (0.56%)
1052,GO:0018205,peptidyl-lysine modification,biological_process,0.03413498755859631,0.14823134540388547,5/321 (1.56%),110/19699 (0.56%)
1053,GO:0034728,nucleosome organization,biological_process,0.03413498755859631,0.14823134540388547,5/321 (1.56%),110/19699 (0.56%)
1054,GO:0070062,extracellular exosome,cellular_component,0.034291546160751835,0.14877005381778308,45/321 (14.02%),2101/19699 (10.67%)
1055,GO:1900271,regulation of long-term synaptic potentiation,biological_process,0.03473703049077681,0.15041758614596543,3/321 (0.93%),44/19699 (0.22%)
1056,GO:0048156,tau protein binding,molecular_function,0.03473703049077681,0.15041758614596543,3/321 (0.93%),44/19699 (0.22%)
1057,GO:0062014,negative regulation of small molecule metabolic process,biological_process,0.03528761933677932,0.1526573097395453,5/321 (1.56%),111/19699 (0.56%)
1058,GO:0031099,regeneration,biological_process,0.0354828202212814,0.1532777509070745,6/321 (1.87%),149/19699 (0.76%)
1059,GO:0060411,cardiac septum morphogenesis,biological_process,0.035564992672779794,0.1532777509070745,4/321 (1.25%),76/19699 (0.39%)
1060,GO:0003281,ventricular septum development,biological_process,0.035564992672779794,0.1532777509070745,4/321 (1.25%),76/19699 (0.39%)
1061,GO:0045911,positive regulation of DNA recombination,biological_process,0.035564992672779794,0.1532777509070745,4/321 (1.25%),76/19699 (0.39%)
1062,GO:0044391,ribosomal subunit,cellular_component,0.03563987992722041,0.15345600228305534,7/321 (2.18%),189/19699 (0.96%)
1063,GO:0001658,branching involved in ureteric bud morphogenesis,biological_process,0.03678280098906149,0.15793140724853136,3/321 (0.93%),45/19699 (0.23%)
